config_name,stage,wing_mode,broken_wing_extra_width,butterfly_width,coverage_band_width,center_tolerance,recenter_threshold,drift_persistence_bars,rebuild_cooldown_minutes,max_layers,primary_stop_loss_pct,primary_take_profit_pct,net_dollar_pnl,return_on_capital,max_drawdown_points,max_drawdown_dollars,corridor_occupancy_rate,average_rebuilds_per_day,closed_layers,win_rate_by_closed_layer,profit_factor_by_closed_layer,profit_factor_by_day,best_day_pnl_dollars,worst_day_pnl_dollars,max_gross_deployment_dollars,score
structural_symmetric_bw0_w100_tol12p5_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,100.0,200.0,12.5,18.0,8,60,2,0.25,0.2,3952818.0845,39.528181,-2.8547,-285.46999999999997,0.6035,0.0,2721,1.0,,,34928.6199,0.0,2222.6,3951716.3345
structural_symmetric_bw0_w100_tol10_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,100.0,200.0,10.0,14.0,8,60,2,0.25,0.2,3952818.0845,39.528181,-2.8547,-285.46999999999997,0.5283,0.0,2721,1.0,,,34928.6199,0.0,2222.6,3950964.3345
structural_symmetric_bw0_w100_tol10_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,100.0,200.0,10.0,16.0,8,60,2,0.25,0.2,3952818.0845,39.528181,-2.8547,-285.46999999999997,0.5283,0.0,2721,1.0,,,34928.6199,0.0,2222.6,3950964.3345
structural_symmetric_bw0_w100_tol10_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,100.0,200.0,10.0,18.0,8,60,2,0.25,0.2,3952818.0845,39.528181,-2.8547,-285.46999999999997,0.5283,0.0,2721,1.0,,,34928.6199,0.0,2222.6,3950964.3345
structural_broken_upper_bw20_w80_tol15_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_upper,20.0,80.0,160.0,15.0,14.0,8,60,2,0.25,0.2,3212210.7189,32.122107,-2.9883,-298.83000000000004,0.6612,0.0,2721,1.0,,,28510.5626,0.0,3627.6,3211351.9689
structural_broken_upper_bw20_w80_tol15_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_upper,20.0,80.0,160.0,15.0,16.0,8,60,2,0.25,0.2,3212210.7189,32.122107,-2.9883,-298.83000000000004,0.6612,0.0,2721,1.0,,,28510.5626,0.0,3627.6,3211351.9689
structural_broken_upper_bw20_w80_tol15_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_upper,20.0,80.0,160.0,15.0,18.0,8,60,2,0.25,0.2,3212210.7189,32.122107,-2.9883,-298.83000000000004,0.6612,0.0,2721,1.0,,,28510.5626,0.0,3627.6,3211351.9689
structural_broken_upper_bw20_w80_tol12p5_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_upper,20.0,80.0,160.0,12.5,14.0,8,60,2,0.25,0.2,3212210.7189,32.122107,-2.9883,-298.83000000000004,0.6035,0.0,2721,1.0,,,28510.5626,0.0,3627.6,3210774.9689
structural_broken_upper_bw20_w80_tol12p5_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_upper,20.0,80.0,160.0,12.5,16.0,8,60,2,0.25,0.2,3212210.7189,32.122107,-2.9883,-298.83000000000004,0.6035,0.0,2721,1.0,,,28510.5626,0.0,3627.6,3210774.9689
structural_broken_upper_bw20_w80_tol12p5_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_upper,20.0,80.0,160.0,12.5,18.0,8,60,2,0.25,0.2,3212210.7189,32.122107,-2.9883,-298.83000000000004,0.6035,0.0,2721,1.0,,,28510.5626,0.0,3627.6,3210774.9689
structural_broken_upper_bw20_w80_tol10_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_upper,20.0,80.0,160.0,10.0,14.0,8,60,2,0.25,0.2,3212210.7189,32.122107,-2.9883,-298.83000000000004,0.5283,0.0,2721,1.0,,,28510.5626,0.0,3627.6,3210022.9689
structural_broken_upper_bw20_w80_tol10_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_upper,20.0,80.0,160.0,10.0,16.0,8,60,2,0.25,0.2,3212210.7189,32.122107,-2.9883,-298.83000000000004,0.5283,0.0,2721,1.0,,,28510.5626,0.0,3627.6,3210022.9689
structural_broken_upper_bw20_w80_tol10_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_upper,20.0,80.0,160.0,10.0,18.0,8,60,2,0.25,0.2,3212210.7189,32.122107,-2.9883,-298.83000000000004,0.5283,0.0,2721,1.0,,,28510.5626,0.0,3627.6,3210022.9689
structural_broken_lower_bw20_w80_tol15_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_lower,20.0,80.0,160.0,15.0,14.0,8,60,2,0.25,0.2,3198673.121,31.986731,-2.442,-244.20000000000002,0.6612,0.0,2721,1.0,,,28492.5618,0.0,3627.6,3199180.121
structural_broken_lower_bw20_w80_tol15_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_lower,20.0,80.0,160.0,15.0,16.0,8,60,2,0.25,0.2,3198673.121,31.986731,-2.442,-244.20000000000002,0.6612,0.0,2721,1.0,,,28492.5618,0.0,3627.6,3199180.121
structural_broken_lower_bw20_w80_tol15_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_lower,20.0,80.0,160.0,15.0,18.0,8,60,2,0.25,0.2,3198673.121,31.986731,-2.442,-244.20000000000002,0.6612,0.0,2721,1.0,,,28492.5618,0.0,3627.6,3199180.121
structural_broken_lower_bw20_w80_tol12p5_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_lower,20.0,80.0,160.0,12.5,14.0,8,60,2,0.25,0.2,3198673.121,31.986731,-2.442,-244.20000000000002,0.6035,0.0,2721,1.0,,,28492.5618,0.0,3627.6,3198603.121
structural_broken_lower_bw20_w80_tol12p5_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_lower,20.0,80.0,160.0,12.5,16.0,8,60,2,0.25,0.2,3198673.121,31.986731,-2.442,-244.20000000000002,0.6035,0.0,2721,1.0,,,28492.5618,0.0,3627.6,3198603.121
structural_broken_lower_bw20_w80_tol12p5_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_lower,20.0,80.0,160.0,12.5,18.0,8,60,2,0.25,0.2,3198673.121,31.986731,-2.442,-244.20000000000002,0.6035,0.0,2721,1.0,,,28492.5618,0.0,3627.6,3198603.121
structural_broken_lower_bw20_w80_tol10_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_lower,20.0,80.0,160.0,10.0,14.0,8,60,2,0.25,0.2,3198673.121,31.986731,-2.442,-244.20000000000002,0.5283,0.0,2721,1.0,,,28492.5618,0.0,3627.6,3197851.121
structural_broken_lower_bw20_w80_tol10_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_lower,20.0,80.0,160.0,10.0,16.0,8,60,2,0.25,0.2,3198673.121,31.986731,-2.442,-244.20000000000002,0.5283,0.0,2721,1.0,,,28492.5618,0.0,3627.6,3197851.121
structural_broken_lower_bw20_w80_tol10_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_lower,20.0,80.0,160.0,10.0,18.0,8,60,2,0.25,0.2,3198673.121,31.986731,-2.442,-244.20000000000002,0.5283,0.0,2721,1.0,,,28492.5618,0.0,3627.6,3197851.121
structural_symmetric_bw0_w80_tol15_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,80.0,160.0,15.0,14.0,8,60,2,0.25,0.2,3094414.4587,30.944145,-2.857,-285.70000000000005,0.6612,0.0,2721,1.0,,,27673.469,0.0,1782.6,3093883.9587
structural_symmetric_bw0_w80_tol15_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,80.0,160.0,15.0,16.0,8,60,2,0.25,0.2,3094414.4587,30.944145,-2.857,-285.70000000000005,0.6612,0.0,2721,1.0,,,27673.469,0.0,1782.6,3093883.9587
structural_symmetric_bw0_w80_tol15_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,80.0,160.0,15.0,18.0,8,60,2,0.25,0.2,3094414.4587,30.944145,-2.857,-285.70000000000005,0.6612,0.0,2721,1.0,,,27673.469,0.0,1782.6,3093883.9587
structural_symmetric_bw0_w80_tol12p5_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,80.0,160.0,12.5,16.0,8,60,2,0.25,0.2,3094414.4587,30.944145,-2.857,-285.70000000000005,0.6035,0.0,2721,1.0,,,27673.469,0.0,1782.6,3093306.9587
structural_symmetric_bw0_w80_tol12p5_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,80.0,160.0,12.5,14.0,8,60,2,0.25,0.2,3094414.4587,30.944145,-2.857,-285.70000000000005,0.6035,0.0,2721,1.0,,,27673.469,0.0,1782.6,3093306.9587
structural_symmetric_bw0_w80_tol12p5_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,80.0,160.0,12.5,18.0,8,60,2,0.25,0.2,3094414.4587,30.944145,-2.857,-285.70000000000005,0.6035,0.0,2721,1.0,,,27673.469,0.0,1782.6,3093306.9587
structural_symmetric_bw0_w80_tol10_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,80.0,160.0,10.0,14.0,8,60,2,0.25,0.2,3094414.4587,30.944145,-2.857,-285.70000000000005,0.5283,0.0,2721,1.0,,,27673.469,0.0,1782.6,3092554.9587
structural_symmetric_bw0_w80_tol10_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,80.0,160.0,10.0,18.0,8,60,2,0.25,0.2,3094414.4587,30.944145,-2.857,-285.70000000000005,0.5283,0.0,2721,1.0,,,27673.469,0.0,1782.6,3092554.9587
structural_symmetric_bw0_w80_tol10_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,80.0,160.0,10.0,16.0,8,60,2,0.25,0.2,3094414.4587,30.944145,-2.857,-285.70000000000005,0.5283,0.0,2721,1.0,,,27673.469,0.0,1782.6,3092554.9587
structural_broken_upper_bw20_w60_tol15_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_upper,20.0,60.0,120.0,15.0,14.0,8,60,2,0.25,0.2,2348672.657,23.486727,-3.0163,-301.63,0.6612,0.0,2706,1.0,,,21269.7753,0.0,3187.6,2347743.907
structural_broken_upper_bw20_w60_tol15_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_upper,20.0,60.0,120.0,15.0,16.0,8,60,2,0.25,0.2,2348672.657,23.486727,-3.0163,-301.63,0.6612,0.0,2706,1.0,,,21269.7753,0.0,3187.6,2347743.907
structural_broken_upper_bw20_w60_tol15_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_upper,20.0,60.0,120.0,15.0,18.0,8,60,2,0.25,0.2,2348672.657,23.486727,-3.0163,-301.63,0.6612,0.0,2706,1.0,,,21269.7753,0.0,3187.6,2347743.907
structural_broken_upper_bw20_w60_tol12p5_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_upper,20.0,60.0,120.0,12.5,14.0,8,60,2,0.25,0.2,2348672.657,23.486727,-3.0163,-301.63,0.6035,0.0,2706,1.0,,,21269.7753,0.0,3187.6,2347166.907
structural_broken_upper_bw20_w60_tol12p5_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_upper,20.0,60.0,120.0,12.5,16.0,8,60,2,0.25,0.2,2348672.657,23.486727,-3.0163,-301.63,0.6035,0.0,2706,1.0,,,21269.7753,0.0,3187.6,2347166.907
structural_broken_upper_bw20_w60_tol12p5_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_upper,20.0,60.0,120.0,12.5,18.0,8,60,2,0.25,0.2,2348672.657,23.486727,-3.0163,-301.63,0.6035,0.0,2706,1.0,,,21269.7753,0.0,3187.6,2347166.907
structural_broken_upper_bw20_w60_tol10_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_upper,20.0,60.0,120.0,10.0,14.0,8,60,2,0.25,0.2,2348672.657,23.486727,-3.0163,-301.63,0.5283,0.0,2706,1.0,,,21269.7753,0.0,3187.6,2346414.907
structural_broken_upper_bw20_w60_tol10_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_upper,20.0,60.0,120.0,10.0,16.0,8,60,2,0.25,0.2,2348672.657,23.486727,-3.0163,-301.63,0.5283,0.0,2706,1.0,,,21269.7753,0.0,3187.6,2346414.907
structural_broken_upper_bw20_w60_tol10_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_upper,20.0,60.0,120.0,10.0,18.0,8,60,2,0.25,0.2,2348672.657,23.486727,-3.0163,-301.63,0.5283,0.0,2706,1.0,,,21269.7753,0.0,3187.6,2346414.907
structural_broken_lower_bw20_w60_tol15_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_lower,20.0,60.0,120.0,15.0,14.0,8,60,2,0.25,0.2,2331975.7289,23.319757,-2.3276,-232.76,0.6612,0.0,2706,1.0,,,21247.0823,0.0,3187.6,2332768.7289
structural_broken_lower_bw20_w60_tol15_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_lower,20.0,60.0,120.0,15.0,16.0,8,60,2,0.25,0.2,2331975.7289,23.319757,-2.3276,-232.76,0.6612,0.0,2706,1.0,,,21247.0823,0.0,3187.6,2332768.7289
structural_broken_lower_bw20_w60_tol15_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_lower,20.0,60.0,120.0,15.0,18.0,8,60,2,0.25,0.2,2331975.7289,23.319757,-2.3276,-232.76,0.6612,0.0,2706,1.0,,,21247.0823,0.0,3187.6,2332768.7289
structural_broken_lower_bw20_w60_tol12p5_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_lower,20.0,60.0,120.0,12.5,14.0,8,60,2,0.25,0.2,2331975.7289,23.319757,-2.3276,-232.76,0.6035,0.0,2706,1.0,,,21247.0823,0.0,3187.6,2332191.7289
structural_broken_lower_bw20_w60_tol12p5_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_lower,20.0,60.0,120.0,12.5,16.0,8,60,2,0.25,0.2,2331975.7289,23.319757,-2.3276,-232.76,0.6035,0.0,2706,1.0,,,21247.0823,0.0,3187.6,2332191.7289
structural_broken_lower_bw20_w60_tol12p5_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_lower,20.0,60.0,120.0,12.5,18.0,8,60,2,0.25,0.2,2331975.7289,23.319757,-2.3276,-232.76,0.6035,0.0,2706,1.0,,,21247.0823,0.0,3187.6,2332191.7289
structural_broken_lower_bw20_w60_tol10_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_lower,20.0,60.0,120.0,10.0,14.0,8,60,2,0.25,0.2,2331975.7289,23.319757,-2.3276,-232.76,0.5283,0.0,2706,1.0,,,21247.0823,0.0,3187.6,2331439.7289
structural_broken_lower_bw20_w60_tol10_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_lower,20.0,60.0,120.0,10.0,16.0,8,60,2,0.25,0.2,2331975.7289,23.319757,-2.3276,-232.76,0.5283,0.0,2706,1.0,,,21247.0823,0.0,3187.6,2331439.7289
structural_broken_lower_bw20_w60_tol10_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,broken_lower,20.0,60.0,120.0,10.0,18.0,8,60,2,0.25,0.2,2331975.7289,23.319757,-2.3276,-232.76,0.5283,0.0,2706,1.0,,,21247.0823,0.0,3187.6,2331439.7289
structural_symmetric_bw0_w60_tol15_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,60.0,120.0,15.0,16.0,8,60,2,0.25,0.2,2225737.6281,22.257376,-2.8577,-285.77,0.6612,0.0,2706,1.0,,,20418.7383,0.0,1342.6,2225205.3781
structural_symmetric_bw0_w60_tol15_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,60.0,120.0,15.0,14.0,8,60,2,0.25,0.2,2225737.6281,22.257376,-2.8577,-285.77,0.6612,0.0,2706,1.0,,,20418.7383,0.0,1342.6,2225205.3781
structural_symmetric_bw0_w60_tol15_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,60.0,120.0,15.0,18.0,8,60,2,0.25,0.2,2225737.6281,22.257376,-2.8577,-285.77,0.6612,0.0,2706,1.0,,,20418.7383,0.0,1342.6,2225205.3781
structural_symmetric_bw0_w60_tol12p5_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,60.0,120.0,12.5,14.0,8,60,2,0.25,0.2,2225737.6281,22.257376,-2.8577,-285.77,0.6035,0.0,2706,1.0,,,20418.7383,0.0,1342.6,2224628.3781
structural_symmetric_bw0_w60_tol12p5_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,60.0,120.0,12.5,16.0,8,60,2,0.25,0.2,2225737.6281,22.257376,-2.8577,-285.77,0.6035,0.0,2706,1.0,,,20418.7383,0.0,1342.6,2224628.3781
structural_symmetric_bw0_w60_tol12p5_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,60.0,120.0,12.5,18.0,8,60,2,0.25,0.2,2225737.6281,22.257376,-2.8577,-285.77,0.6035,0.0,2706,1.0,,,20418.7383,0.0,1342.6,2224628.3781
structural_symmetric_bw0_w60_tol10_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,60.0,120.0,10.0,18.0,8,60,2,0.25,0.2,2225737.6281,22.257376,-2.8577,-285.77,0.5283,0.0,2706,1.0,,,20418.7383,0.0,1342.6,2223876.3781
structural_symmetric_bw0_w60_tol10_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,60.0,120.0,10.0,16.0,8,60,2,0.25,0.2,2225737.6281,22.257376,-2.8577,-285.77,0.5283,0.0,2706,1.0,,,20418.7383,0.0,1342.6,2223876.3781
structural_symmetric_bw0_w60_tol10_rt14_dp8_cd60_ml2_sl0p25_tp0p2,structural,symmetric,0.0,60.0,120.0,10.0,14.0,8,60,2,0.25,0.2,2225737.6281,22.257376,-2.8577,-285.77,0.5283,0.0,2706,1.0,,,20418.7383,0.0,1342.6,2223876.3781
