timestamp,symbol,action,state,price,center_price,layer_id,detail,kind,lower_strike,body_strike,upper_strike,width,dte,entry_cost,entry_debit,friction_cost,entry_friction_cost,contracts_per_layer,option_multiplier,drift_distance,primary_return_pct,close_value,gross_close_value,realized_pnl,gross_realized_pnl,close_friction_cost,stress_profile,drift_count
2025-10-23T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6743.33,6745.0,357.0,Session window closed.,SUPPLEMENTAL,6715.0,6745.0,6775.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,,8.7732,10.4074,0.7672,2.4874,0.086,conservative,
2025-10-24T16:20:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6803.55,6795.0,358.0,Opened the primary butterfly corridor layer.,PRIMARY,6765.0,6795.0,6825.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-10-24T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6802.54,6795.0,358.0,Session window closed.,PRIMARY,6765.0,6795.0,6825.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,,8.5744,10.1735,0.5684,2.2535,0.086,conservative,
2025-10-27T16:20:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6858.24,6850.0,359.0,Opened the primary butterfly corridor layer.,PRIMARY,6820.0,6850.0,6880.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-10-27T17:40:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6861.57,6860.0,360.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6830.0,6860.0,6890.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-10-27T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6869.18,6850.0,359.0,Session window closed.,PRIMARY,6820.0,6850.0,6880.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,,8.0019,9.5,-0.0041,1.58,0.086,conservative,
2025-10-27T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6869.18,6860.0,360.0,Session window closed.,SUPPLEMENTAL,6830.0,6860.0,6890.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,,8.4541,10.032,0.4481,2.112,0.086,conservative,
2025-10-28T13:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6878.37,6865.0,361.0,Opened the primary butterfly corridor layer.,PRIMARY,6835.0,6865.0,6895.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-10-28T13:50:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6874.74,6870.0,362.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6840.0,6870.0,6900.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-10-28T13:55:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6878.78,6865.0,,Corridor drift started.,,,,,,,,,,,,,13.78,,,,,,,,
2025-10-28T14:30:00+00:00,SPX,REBUILD_REQUESTED,REBUILD,6882.64,6870.0,,Requested corridor rebuild after sustained drift.,,,,,,,,,,,,,12.64,,,,,,,,8.0
2025-10-28T14:35:00+00:00,SPX,REBUILT,REBUILD,6882.19,6865.0,361.0,Removed prior layers for rebuild.,PRIMARY,6835.0,6865.0,6895.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,,8.044,9.5495,0.038,1.6295,0.086,conservative,
2025-10-28T14:35:00+00:00,SPX,REBUILT,REBUILD,6882.19,6870.0,362.0,Removed prior layers for rebuild.,SUPPLEMENTAL,6840.0,6870.0,6900.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,,8.2776,9.8244,0.2716,1.9044,0.086,conservative,
2025-10-28T14:35:00+00:00,SPX,REBUILT,ACTIVE_CENTERED,6882.19,6870.0,363.0,Established a fresh primary butterfly corridor layer.,PRIMARY,6840.0,6870.0,6900.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-10-28T14:40:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6881.1,6870.0,,Corridor drift started.,,,,,,,,,,,,,11.1,,,,,,,,
2025-10-28T14:45:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6883.16,6875.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
2025-10-28T14:50:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6882.33,6880.0,364.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6850.0,6880.0,6910.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-10-28T16:45:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6891.31,6880.0,,Corridor drift started.,,,,,,,,,,,,,11.31,,,,,,,,
2025-10-28T17:10:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6894.47,6885.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
2025-10-28T17:20:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6895.6,6885.0,,Corridor drift started.,,,,,,,,,,,,,10.6,,,,,,,,
2025-10-28T17:25:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6892.24,6885.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
2025-10-28T17:40:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6896.09,6885.0,,Corridor drift started.,,,,,,,,,,,,,11.09,,,,,,,,
2025-10-28T18:10:00+00:00,SPX,STOP_LOSS,DRIFTING,6900.99,6870.0,363.0,Primary stop-loss reached.,PRIMARY,6840.0,6870.0,6900.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,-0.9921,0.0632,0.1603,-7.9428,-7.7597,0.086,conservative,
2025-10-28T18:10:00+00:00,SPX,STOP_LOSS,DRIFTING,6900.99,6880.0,364.0,Primary stop-loss reached.,SUPPLEMENTAL,6850.0,6880.0,6910.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,-0.9921,7.9146,9.3972,-0.0914,1.4772,0.086,conservative,
2025-10-29T13:55:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6919.49,6905.0,365.0,Opened the primary butterfly corridor layer.,PRIMARY,6875.0,6905.0,6935.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-10-29T14:00:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6914.61,6910.0,366.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6880.0,6910.0,6940.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-10-29T18:35:00+00:00,SPX,STOP_LOSS,ACTIVE_CENTERED,6858.86,6905.0,365.0,Primary stop-loss reached.,PRIMARY,6875.0,6905.0,6935.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,-1.0,0.0,0.0,-8.006,-7.92,0.086,conservative,
2025-10-29T18:35:00+00:00,SPX,STOP_LOSS,ACTIVE_CENTERED,6858.86,6910.0,366.0,Primary stop-loss reached.,SUPPLEMENTAL,6880.0,6910.0,6940.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,-1.0,0.0,0.0,-8.006,-7.92,0.086,conservative,
2025-10-30T14:50:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6861.31,6870.0,367.0,Opened the primary butterfly corridor layer.,PRIMARY,6840.0,6870.0,6900.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-10-30T15:35:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6858.64,6870.0,,Corridor drift started.,,,,,,,,,,,,,11.36,,,,,,,,
2025-10-30T15:55:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6855.4,6865.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
