config_name,wing_mode,broken_wing_extra_width,butterfly_width,coverage_band_width,center_tolerance,recenter_threshold,drift_persistence_bars,rebuild_cooldown_minutes,net_dollar_pnl,return_on_capital,max_drawdown_dollars,corridor_occupancy_rate,average_rebuilds_per_day,closed_layers,win_rate_by_closed_layer,profit_factor_by_closed_layer,profit_factor_by_day,best_day_pnl_dollars,worst_day_pnl_dollars,max_gross_deployment_dollars,max_modeled_capital_at_risk_dollars
broken_lower_bw40_w80_tol15_rt16_dp8_cd60,broken_lower,40.0,80.0,160.0,15.0,16.0,8,60,537647.0341,5.37647,-1028.57,0.656,0.268,1549,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol10_rt18_dp10_cd60,broken_upper,40.0,80.0,160.0,10.0,18.0,10,60,537227.1127,5.372271,-1252.9,0.5177,0.3,1537,1.0,,,8321.4485,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol15_rt14_dp8_cd90,broken_upper,40.0,80.0,160.0,15.0,14.0,8,90,536723.8145,5.367238,-1307.94,0.656,0.24,1539,0.99935,55620.053886,,7645.2057,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol15_rt16_dp8_cd90,broken_upper,40.0,80.0,160.0,15.0,16.0,8,90,536217.5999,5.362176,-1307.94,0.656,0.232,1537,0.999349,55567.597927,,7645.2057,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol15_rt14_dp8_cd90,broken_lower,40.0,80.0,160.0,15.0,14.0,8,90,536087.876,5.360879,-1028.57,0.656,0.244,1544,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol12p5_rt18_dp10_cd60,broken_lower,40.0,80.0,160.0,12.5,18.0,10,60,535868.3227,5.358683,-1050.56,0.5972,0.244,1540,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol10_rt18_dp8_cd90,broken_lower,40.0,80.0,160.0,10.0,18.0,8,90,535684.2146,5.356842,-1050.56,0.5177,0.316,1541,1.0,,,7952.2355,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol15_rt18_dp8_cd60,broken_upper,40.0,80.0,160.0,15.0,18.0,8,60,535311.4875,5.353115,-1307.94,0.656,0.244,1534,0.999348,55473.698446,,7645.2057,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol15_rt16_dp8_cd90,broken_lower,40.0,80.0,160.0,15.0,16.0,8,90,535263.8712,5.352639,-1028.57,0.656,0.236,1541,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol10_rt18_dp10_cd90,broken_upper,40.0,80.0,160.0,10.0,18.0,10,90,535151.5082,5.351515,-1252.9,0.5177,0.272,1530,1.0,,,8321.4485,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol12p5_rt18_dp10_cd90,broken_lower,40.0,80.0,160.0,12.5,18.0,10,90,534368.4621,5.343685,-1050.56,0.5972,0.224,1535,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol15_rt14_dp10_cd60,broken_upper,40.0,80.0,160.0,15.0,14.0,10,60,533591.7363,5.335917,-3196.94,0.656,0.22,1532,0.998695,309.300881,387.347647,7645.2057,-1381.1181,11473.2,11484.4
broken_upper_bw40_w80_tol15_rt18_dp8_cd90,broken_upper,40.0,80.0,160.0,15.0,18.0,8,90,532351.4422,5.323514,-1307.94,0.656,0.216,1525,0.999344,55166.956477,,7645.2057,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol15_rt16_dp10_cd60,broken_upper,40.0,80.0,160.0,15.0,16.0,10,60,531818.6954,5.318187,-3196.94,0.656,0.212,1527,0.99869,308.276441,386.063875,7645.2057,-1381.1181,11473.2,11484.4
broken_upper_bw40_w80_tol15_rt14_dp10_cd90,broken_upper,40.0,80.0,160.0,15.0,14.0,10,90,531651.1241,5.316511,-3196.94,0.656,0.196,1526,0.998689,308.179622,385.942545,7645.2057,-1381.1181,11473.2,11484.4
broken_upper_bw40_w80_tol15_rt16_dp10_cd90,broken_upper,40.0,80.0,160.0,15.0,16.0,10,90,531378.3139,5.313783,-3196.94,0.656,0.192,1525,0.998689,308.021996,385.745016,7645.2057,-1381.1181,11473.2,11484.4
broken_lower_bw40_w80_tol10_rt18_dp10_cd60,broken_lower,40.0,80.0,160.0,10.0,18.0,10,60,530056.3397,5.300563,-1050.56,0.5177,0.296,1525,1.0,,,7952.2355,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol15_rt18_dp8_cd60,broken_lower,40.0,80.0,160.0,15.0,18.0,8,60,529842.0025,5.29842,-1028.57,0.656,0.248,1526,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol15_rt18_dp10_cd60,broken_upper,40.0,80.0,160.0,15.0,18.0,10,60,527823.8331,5.278238,-3196.94,0.656,0.196,1515,0.99868,305.968251,383.171391,7645.2057,-1381.1181,11473.2,11484.4
broken_lower_bw40_w80_tol15_rt18_dp8_cd90,broken_lower,40.0,80.0,160.0,15.0,18.0,8,90,527756.8266,5.277568,-1028.57,0.656,0.22,1519,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol10_rt18_dp10_cd90,broken_lower,40.0,80.0,160.0,10.0,18.0,10,90,527644.4849,5.276445,-1050.56,0.5177,0.268,1517,1.0,,,7952.2355,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol15_rt18_dp10_cd90,broken_upper,40.0,80.0,160.0,15.0,18.0,10,90,527383.4515,5.273835,-3196.94,0.656,0.176,1513,0.998678,305.713806,382.852532,7645.2057,-1381.1181,11473.2,11484.4
broken_lower_bw40_w80_tol15_rt14_dp10_cd60,broken_lower,40.0,80.0,160.0,15.0,14.0,10,60,527156.3023,5.271563,-1194.28,0.656,0.22,1518,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol15_rt16_dp10_cd60,broken_lower,40.0,80.0,160.0,15.0,16.0,10,60,526554.971,5.26555,-1194.28,0.656,0.212,1516,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol15_rt14_dp10_cd90,broken_lower,40.0,80.0,160.0,15.0,14.0,10,90,525732.6466,5.257326,-1194.28,0.656,0.196,1513,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol15_rt16_dp10_cd90,broken_lower,40.0,80.0,160.0,15.0,16.0,10,90,525451.5655,5.254516,-1194.28,0.656,0.192,1512,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol15_rt18_dp10_cd60,broken_lower,40.0,80.0,160.0,15.0,18.0,10,60,523708.9347,5.237089,-1194.28,0.656,0.2,1507,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol15_rt18_dp10_cd90,broken_lower,40.0,80.0,160.0,15.0,18.0,10,90,522605.5292,5.226055,-1194.28,0.656,0.18,1503,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_upper_bw40_w100_tol10_rt14_dp8_cd60,broken_upper,40.0,100.0,200.0,10.0,14.0,8,60,293730.6757,2.937307,-1599.15,0.5177,0.62,744,1.0,,,3162.6285,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol10_rt14_dp8_cd60,broken_lower,40.0,100.0,200.0,10.0,14.0,8,60,292082.8751,2.920829,-1413.05,0.5177,0.616,741,1.0,,,3550.6154,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol10_rt16_dp8_cd60,broken_upper,40.0,100.0,200.0,10.0,16.0,8,60,285767.1003,2.857671,-1599.15,0.5177,0.544,722,1.0,,,3339.2413,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol10_rt14_dp10_cd60,broken_upper,40.0,100.0,200.0,10.0,14.0,10,60,285211.8209,2.852118,-1618.6399999999999,0.5177,0.504,718,1.0,,,3394.1756,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol10_rt14_dp8_cd90,broken_upper,40.0,100.0,200.0,10.0,14.0,8,90,284807.2728,2.848073,-1599.15,0.5177,0.512,719,1.0,,,2822.7747,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol10_rt14_dp10_cd60,broken_lower,40.0,100.0,200.0,10.0,14.0,10,60,284679.9676,2.8468,-1426.3799999999999,0.5177,0.504,718,1.0,,,3735.0558,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol10_rt16_dp8_cd60,broken_lower,40.0,100.0,200.0,10.0,16.0,8,60,284289.0376,2.84289,-1413.05,0.5177,0.54,719,1.0,,,3694.8181,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol10_rt14_dp8_cd90,broken_lower,40.0,100.0,200.0,10.0,14.0,8,90,283228.5188,2.832285,-1413.05,0.5177,0.508,716,1.0,,,3183.2491,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol10_rt16_dp10_cd60,broken_upper,40.0,100.0,200.0,10.0,16.0,10,60,278739.3971,2.787394,-1618.6399999999999,0.5177,0.452,702,1.0,,,3394.1756,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol10_rt16_dp10_cd60,broken_lower,40.0,100.0,200.0,10.0,16.0,10,60,278480.553,2.784806,-1426.3799999999999,0.5177,0.452,702,1.0,,,3735.0558,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol10_rt16_dp8_cd90,broken_upper,40.0,100.0,200.0,10.0,16.0,8,90,278012.4248,2.780124,-1599.15,0.5177,0.456,701,1.0,,,2999.3874,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol10_rt14_dp10_cd90,broken_upper,40.0,100.0,200.0,10.0,14.0,10,90,277702.4376,2.777024,-1618.6399999999999,0.5177,0.424,698,1.0,,,3035.4063,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol10_rt14_dp10_cd90,broken_lower,40.0,100.0,200.0,10.0,14.0,10,90,277425.0997,2.774251,-1426.3799999999999,0.5177,0.424,698,1.0,,,3353.8455,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol10_rt16_dp8_cd90,broken_lower,40.0,100.0,200.0,10.0,16.0,8,90,276656.0048,2.76656,-1413.05,0.5177,0.452,698,1.0,,,3327.4518,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol12p5_rt14_dp8_cd60,broken_upper,40.0,100.0,200.0,12.5,14.0,8,60,275943.7992,2.759438,-1474.09,0.5972,0.468,697,1.0,,,3160.6065,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol10_rt18_dp8_cd60,broken_upper,40.0,100.0,200.0,10.0,18.0,8,60,274398.0271,2.74398,-1599.15,0.5177,0.456,693,1.0,,,3336.955,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol12p5_rt14_dp8_cd60,broken_lower,40.0,100.0,200.0,12.5,14.0,8,60,273423.7715,2.734238,-1566.02,0.5972,0.468,692,1.0,,,3548.6989,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol10_rt18_dp8_cd60,broken_lower,40.0,100.0,200.0,10.0,18.0,8,60,273404.9964,2.73405,-1413.05,0.5177,0.456,691,1.0,,,3693.1851,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol10_rt16_dp10_cd90,broken_upper,40.0,100.0,200.0,10.0,16.0,10,90,273142.0016,2.73142,-1618.6399999999999,0.5177,0.392,687,1.0,,,3035.4063,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol10_rt16_dp10_cd90,broken_lower,40.0,100.0,200.0,10.0,16.0,10,90,272981.527,2.729815,-1426.3799999999999,0.5177,0.392,687,1.0,,,3353.8455,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol12p5_rt14_dp8_cd90,broken_upper,40.0,100.0,200.0,12.5,14.0,8,90,270634.5719,2.706346,-1474.09,0.5972,0.404,683,1.0,,,2820.7526,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol12p5_rt16_dp8_cd60,broken_upper,40.0,100.0,200.0,12.5,16.0,8,60,270116.0479,2.70116,-1474.09,0.5972,0.424,682,1.0,,,3337.5689,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol10_rt18_dp8_cd90,broken_upper,40.0,100.0,200.0,10.0,18.0,8,90,268978.0367,2.68978,-1599.15,0.5177,0.392,678,1.0,,,2999.3874,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol12p5_rt14_dp8_cd90,broken_lower,40.0,100.0,200.0,12.5,14.0,8,90,268271.1724,2.682712,-1566.02,0.5972,0.404,678,1.0,,,3181.3326,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol10_rt18_dp8_cd90,broken_lower,40.0,100.0,200.0,10.0,18.0,8,90,268101.3481,2.681013,-1413.05,0.5177,0.392,676,1.0,,,3327.4518,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol12p5_rt16_dp8_cd60,broken_lower,40.0,100.0,200.0,12.5,16.0,8,60,267690.1928,2.676902,-1566.02,0.5972,0.424,677,1.0,,,3693.1978,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol12p5_rt14_dp10_cd60,broken_upper,40.0,100.0,200.0,12.5,14.0,10,60,267267.8595,2.672679,-1618.6399999999999,0.5972,0.368,672,1.0,,,3391.4891,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol12p5_rt16_dp8_cd90,broken_upper,40.0,100.0,200.0,12.5,16.0,8,90,266423.0968,2.664231,-1474.09,0.5972,0.38,672,1.0,,,2997.7151,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol12p5_rt14_dp10_cd60,broken_lower,40.0,100.0,200.0,12.5,14.0,10,60,265641.5309,2.656415,-1566.02,0.5972,0.368,669,1.0,,,3732.3782,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol10_rt18_dp10_cd60,broken_upper,40.0,100.0,200.0,10.0,18.0,10,60,264844.8326,2.648448,-1618.6399999999999,0.5177,0.368,666,1.0,,,3394.1756,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol10_rt18_dp10_cd60,broken_lower,40.0,100.0,200.0,10.0,18.0,10,60,264766.3465,2.647663,-1426.3799999999999,0.5177,0.368,667,1.0,,,3735.0558,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol12p5_rt18_dp8_cd60,broken_upper,40.0,100.0,200.0,12.5,18.0,8,60,264583.4605,2.645835,-1474.09,0.5972,0.388,668,1.0,,,3335.2826,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol12p5_rt16_dp8_cd90,broken_lower,40.0,100.0,200.0,12.5,16.0,8,90,264192.4773,2.641925,-1566.02,0.5972,0.38,667,1.0,,,3325.8315,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol12p5_rt14_dp10_cd90,broken_upper,40.0,100.0,200.0,12.5,14.0,10,90,263209.2473,2.632092,-1618.6399999999999,0.5972,0.324,661,1.0,,,3033.7134,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol12p5_rt18_dp8_cd60,broken_lower,40.0,100.0,200.0,12.5,18.0,8,60,262197.0839,2.621971,-1566.02,0.5972,0.388,663,1.0,,,3691.5648,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol12p5_rt16_dp10_cd60,broken_upper,40.0,100.0,200.0,12.5,16.0,10,60,262108.9688,2.62109,-1618.6399999999999,0.5972,0.336,659,1.0,,,3391.4891,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol12p5_rt14_dp10_cd90,broken_lower,40.0,100.0,200.0,12.5,14.0,10,90,261767.6412,2.617676,-1566.02,0.5972,0.324,658,1.0,,,3352.2105,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol10_rt18_dp10_cd90,broken_upper,40.0,100.0,200.0,10.0,18.0,10,90,261621.5613,2.616216,-1618.6399999999999,0.5177,0.332,657,1.0,,,3035.4063,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol10_rt18_dp10_cd90,broken_lower,40.0,100.0,200.0,10.0,18.0,10,90,261590.8754,2.615909,-1426.3799999999999,0.5177,0.332,658,1.0,,,3353.8455,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol12p5_rt16_dp10_cd60,broken_lower,40.0,100.0,200.0,12.5,16.0,10,60,260634.6313,2.606346,-1566.02,0.5972,0.336,656,1.0,,,3732.3782,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol12p5_rt18_dp8_cd90,broken_upper,40.0,100.0,200.0,12.5,18.0,8,90,260614.3965,2.606144,-1474.09,0.5972,0.34,657,1.0,,,2997.7151,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol12p5_rt16_dp10_cd90,broken_upper,40.0,100.0,200.0,12.5,16.0,10,90,259180.6925,2.591807,-1618.6399999999999,0.5972,0.304,651,1.0,,,3033.7134,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol12p5_rt18_dp8_cd90,broken_lower,40.0,100.0,200.0,12.5,18.0,8,90,258405.1325,2.584051,-1566.02,0.5972,0.34,652,1.0,,,3325.8315,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol12p5_rt16_dp10_cd90,broken_lower,40.0,100.0,200.0,12.5,16.0,10,90,257770.1904,2.577702,-1566.02,0.5972,0.304,648,1.0,,,3352.2105,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol15_rt14_dp8_cd60,broken_upper,40.0,100.0,200.0,15.0,14.0,8,60,256404.2683,2.564043,-1618.6399999999999,0.656,0.332,647,1.0,,,2507.0646,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol12p5_rt18_dp10_cd60,broken_upper,40.0,100.0,200.0,12.5,18.0,10,60,255460.9381,2.554609,-1618.6399999999999,0.5972,0.296,641,1.0,,,3391.4891,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol15_rt16_dp8_cd60,broken_upper,40.0,100.0,200.0,15.0,16.0,8,60,254639.2921,2.546393,-1618.6399999999999,0.656,0.32,642,1.0,,,2684.027,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol12p5_rt18_dp10_cd60,broken_lower,40.0,100.0,200.0,12.5,18.0,10,60,254428.0529,2.544281,-1566.02,0.5972,0.296,640,1.0,,,3732.3782,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol15_rt14_dp8_cd60,broken_lower,40.0,100.0,200.0,15.0,14.0,8,60,253426.7249,2.534267,-1566.02,0.656,0.332,642,1.0,,,2829.3265,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol12p5_rt18_dp10_cd90,broken_upper,40.0,100.0,200.0,12.5,18.0,10,90,252930.9893,2.52931,-1618.6399999999999,0.5972,0.268,634,1.0,,,3033.7134,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol15_rt14_dp8_cd90,broken_upper,40.0,100.0,200.0,15.0,14.0,8,90,252800.4827,2.528005,-1618.6399999999999,0.656,0.292,637,1.0,,,2505.0512,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol12p5_rt18_dp10_cd90,broken_lower,40.0,100.0,200.0,12.5,18.0,10,90,251947.2777,2.519473,-1566.02,0.5972,0.268,633,1.0,,,3352.2105,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol15_rt16_dp8_cd60,broken_lower,40.0,100.0,200.0,15.0,16.0,8,60,251722.4793,2.517225,-1566.02,0.656,0.32,637,1.0,,,2973.8253,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol15_rt16_dp8_cd90,broken_upper,40.0,100.0,200.0,15.0,16.0,8,90,250983.3973,2.509834,-1618.6399999999999,0.656,0.28,632,1.0,,,2505.0512,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol15_rt14_dp8_cd90,broken_lower,40.0,100.0,200.0,15.0,14.0,8,90,249928.9049,2.499289,-1566.02,0.656,0.292,632,1.0,,,2686.6933,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol15_rt18_dp8_cd60,broken_upper,40.0,100.0,200.0,15.0,18.0,8,60,248991.6541,2.489917,-1618.6399999999999,0.656,0.288,627,1.0,,,2681.7572,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol15_rt14_dp10_cd60,broken_upper,40.0,100.0,200.0,15.0,14.0,10,60,248459.1946,2.484592,-1714.6899999999998,0.656,0.264,624,1.0,,,2708.0485,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol15_rt16_dp8_cd90,broken_lower,40.0,100.0,200.0,15.0,16.0,8,90,248187.4384,2.481874,-1566.02,0.656,0.28,627,1.0,,,2686.6933,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol15_rt16_dp10_cd60,broken_upper,40.0,100.0,200.0,15.0,16.0,10,60,247726.7381,2.477267,-1714.6899999999998,0.656,0.256,622,1.0,,,2708.0485,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol15_rt18_dp8_cd60,broken_lower,40.0,100.0,200.0,15.0,18.0,8,60,246706.8348,2.467068,-1566.02,0.656,0.292,624,1.0,,,2972.2041,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol15_rt14_dp10_cd60,broken_lower,40.0,100.0,200.0,15.0,14.0,10,60,246336.4677,2.463365,-1566.02,0.656,0.264,621,1.0,,,2990.9835,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol15_rt18_dp8_cd90,broken_upper,40.0,100.0,200.0,15.0,18.0,8,90,245709.3596,2.457094,-1618.6399999999999,0.656,0.252,618,1.0,,,2505.0512,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol15_rt16_dp10_cd60,broken_lower,40.0,100.0,200.0,15.0,16.0,10,60,245653.0955,2.456531,-1566.02,0.656,0.256,619,1.0,,,2990.9835,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol15_rt14_dp10_cd90,broken_upper,40.0,100.0,200.0,15.0,14.0,10,90,245548.8933,2.455489,-1714.6899999999998,0.656,0.232,616,1.0,,,2505.0512,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol15_rt16_dp10_cd90,broken_upper,40.0,100.0,200.0,15.0,16.0,10,90,245189.0761,2.451891,-1714.6899999999998,0.656,0.228,615,1.0,,,2505.0512,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol15_rt18_dp10_cd60,broken_upper,40.0,100.0,200.0,15.0,18.0,10,60,244159.3753,2.441594,-1714.6899999999998,0.656,0.236,612,1.0,,,2708.0485,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol15_rt18_dp8_cd90,broken_lower,40.0,100.0,200.0,15.0,18.0,8,90,243519.285,2.435193,-1566.02,0.656,0.256,615,1.0,,,2686.6933,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol15_rt14_dp10_cd90,broken_lower,40.0,100.0,200.0,15.0,14.0,10,90,243519.2656,2.435193,-1566.02,0.656,0.232,613,1.0,,,2686.6933,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol15_rt16_dp10_cd90,broken_lower,40.0,100.0,200.0,15.0,16.0,10,90,243183.1295,2.431831,-1566.02,0.656,0.228,612,1.0,,,2686.6933,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol15_rt18_dp10_cd60,broken_lower,40.0,100.0,200.0,15.0,18.0,10,60,242741.6573,2.427417,-1566.02,0.656,0.236,611,1.0,,,2990.9835,0.0,12529.2,12540.4
broken_upper_bw40_w100_tol15_rt18_dp10_cd90,broken_upper,40.0,100.0,200.0,15.0,18.0,10,90,242016.7666,2.420168,-1714.6899999999998,0.656,0.212,606,1.0,,,2505.0512,0.0,12529.2,12540.4
broken_lower_bw40_w100_tol15_rt18_dp10_cd90,broken_lower,40.0,100.0,200.0,15.0,18.0,10,90,240650.5298,2.406505,-1566.02,0.656,0.212,605,1.0,,,2686.6933,0.0,12529.2,12540.4
broken_upper_bw20_w100_tol10_rt14_dp8_cd60,broken_upper,20.0,100.0,200.0,10.0,14.0,8,60,194027.0145,1.94027,-1609.13,0.5177,0.664,625,1.0,,,2633.7632,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol10_rt14_dp8_cd60,broken_lower,20.0,100.0,200.0,10.0,14.0,8,60,193747.9637,1.93748,-1550.06,0.5177,0.664,625,1.0,,,2848.2979,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol10_rt14_dp8_cd90,broken_upper,20.0,100.0,200.0,10.0,14.0,8,90,187053.5137,1.870535,-1609.13,0.5177,0.56,601,1.0,,,2358.4927,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol10_rt14_dp8_cd90,broken_lower,20.0,100.0,200.0,10.0,14.0,8,90,186833.2692,1.868333,-1550.06,0.5177,0.56,601,1.0,,,2557.8146,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol10_rt16_dp8_cd60,broken_upper,20.0,100.0,200.0,10.0,16.0,8,60,186735.4233,1.867354,-1609.13,0.5177,0.588,601,1.0,,,2805.4555,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol10_rt16_dp8_cd60,broken_lower,20.0,100.0,200.0,10.0,16.0,8,60,186598.1144,1.865981,-1550.06,0.5177,0.588,601,1.0,,,3002.0693,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol10_rt14_dp10_cd60,broken_upper,20.0,100.0,200.0,10.0,14.0,10,60,184401.6865,1.844017,-1627.9299999999998,0.5177,0.536,591,1.0,,,2857.5278,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol10_rt14_dp10_cd60,broken_lower,20.0,100.0,200.0,10.0,14.0,10,60,184061.2117,1.840612,-1550.06,0.5177,0.536,591,1.0,,,3046.0152,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol10_rt16_dp8_cd90,broken_upper,20.0,100.0,200.0,10.0,16.0,8,90,180540.7693,1.805408,-1609.13,0.5177,0.5,580,1.0,,,2530.185,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol10_rt16_dp8_cd90,broken_lower,20.0,100.0,200.0,10.0,16.0,8,90,180441.2758,1.804413,-1550.06,0.5177,0.5,580,1.0,,,2711.5859,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol12p5_rt14_dp8_cd60,broken_upper,20.0,100.0,200.0,12.5,14.0,8,60,178457.0868,1.784571,-1522.45,0.5972,0.496,576,1.0,,,2631.855,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol10_rt14_dp10_cd90,broken_upper,20.0,100.0,200.0,10.0,14.0,10,90,178354.185,1.783542,-1627.9299999999998,0.5177,0.456,571,1.0,,,2564.3274,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol12p5_rt14_dp8_cd60,broken_lower,20.0,100.0,200.0,12.5,14.0,8,60,178216.2738,1.782163,-1578.19,0.5972,0.496,576,1.0,,,2846.4481,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol10_rt14_dp10_cd90,broken_lower,20.0,100.0,200.0,10.0,14.0,10,90,178121.5699,1.781216,-1550.06,0.5177,0.456,571,1.0,,,2740.4061,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol10_rt16_dp10_cd60,broken_upper,20.0,100.0,200.0,10.0,16.0,10,60,177462.8486,1.774628,-1627.9299999999998,0.5177,0.476,570,1.0,,,2857.5278,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol10_rt16_dp10_cd60,broken_lower,20.0,100.0,200.0,10.0,16.0,10,60,177244.2635,1.772443,-1550.06,0.5177,0.476,570,1.0,,,3046.0152,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol10_rt18_dp8_cd60,broken_lower,20.0,100.0,200.0,10.0,18.0,8,60,176222.4776,1.762225,-1550.06,0.5177,0.496,568,1.0,,,3000.2633,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol10_rt18_dp8_cd60,broken_upper,20.0,100.0,200.0,10.0,18.0,8,60,176207.1968,1.762072,-1609.13,0.5177,0.496,568,1.0,,,2803.2883,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol12p5_rt14_dp8_cd90,broken_upper,20.0,100.0,200.0,12.5,14.0,8,90,174219.8527,1.742199,-1522.45,0.5972,0.432,562,1.0,,,2356.5845,0.0,8913.2,8924.4
