config_name,wing_mode,broken_wing_extra_width,butterfly_width,coverage_band_width,center_tolerance,recenter_threshold,drift_persistence_bars,rebuild_cooldown_minutes,net_dollar_pnl,return_on_capital,max_drawdown_dollars,corridor_occupancy_rate,average_rebuilds_per_day,closed_layers,win_rate_by_closed_layer,profit_factor_by_closed_layer,profit_factor_by_day,best_day_pnl_dollars,worst_day_pnl_dollars,max_gross_deployment_dollars,max_modeled_capital_at_risk_dollars
symmetric_bw0_w60_tol10_rt18_dp10_cd90,symmetric,0.0,60.0,120.0,10.0,18.0,10,90,40303.0117,0.40303,-4131.179999999999,0.5177,0.344,527,0.8463,4.354692,4.784177,926.8883,-3159.1995,4777.8,4794.6
symmetric_bw0_w60_tol12p5_rt16_dp10_cd90,symmetric,0.0,60.0,120.0,12.5,16.0,10,90,39549.8323,0.395498,-4244.49,0.5972,0.312,520,0.832692,4.188501,4.539347,925.9512,-3159.1995,4777.8,4794.6
symmetric_bw0_w60_tol12p5_rt18_dp10_cd60,symmetric,0.0,60.0,120.0,12.5,18.0,10,60,38448.6916,0.384487,-4244.49,0.5972,0.3,513,0.834308,4.128694,4.464869,1029.8648,-3159.1995,4777.8,4794.6
symmetric_bw0_w60_tol12p5_rt18_dp10_cd90,symmetric,0.0,60.0,120.0,12.5,18.0,10,90,37797.4673,0.377975,-4244.49,0.5972,0.272,506,0.826087,4.0282,4.382526,925.9512,-3159.1995,4777.8,4794.6
symmetric_bw0_w60_tol15_rt14_dp8_cd60,symmetric,0.0,60.0,120.0,15.0,14.0,8,60,35990.1195,0.359901,-6722.4800000000005,0.656,0.328,521,0.846449,3.35559,3.536784,950.6216,-3159.1995,4777.8,4794.6
symmetric_bw0_w60_tol15_rt16_dp8_cd60,symmetric,0.0,60.0,120.0,15.0,16.0,8,60,35582.3348,0.355823,-6722.4800000000005,0.656,0.316,516,0.844961,3.332593,3.508041,837.6529,-3159.1995,4777.8,4794.6
symmetric_bw0_w60_tol15_rt18_dp8_cd60,symmetric,0.0,60.0,120.0,15.0,18.0,8,60,34115.632,0.341156,-6819.840000000001,0.656,0.284,502,0.838645,3.235355,3.40466,837.6529,-3159.1995,4777.8,4794.6
symmetric_bw0_w60_tol15_rt14_dp10_cd60,symmetric,0.0,60.0,120.0,15.0,14.0,10,60,34080.1855,0.340802,-6949.02,0.656,0.268,496,0.834677,3.213817,3.377572,855.7551,-3159.1995,4777.8,4794.6
symmetric_bw0_w60_tol15_rt16_dp10_cd60,symmetric,0.0,60.0,120.0,15.0,16.0,10,60,33898.963,0.33899,-6949.02,0.656,0.26,494,0.831984,3.196145,3.364929,855.7551,-3159.1995,4777.8,4794.6
symmetric_bw0_w60_tol15_rt14_dp8_cd90,symmetric,0.0,60.0,120.0,15.0,14.0,8,90,33575.0803,0.335751,-6825.719999999999,0.656,0.288,511,0.835616,2.969263,3.20344,950.6216,-3159.1995,4777.8,4794.6
symmetric_bw0_w60_tol15_rt18_dp10_cd60,symmetric,0.0,60.0,120.0,15.0,18.0,10,60,33194.0596,0.331941,-7063.09,0.656,0.236,487,0.827515,3.149081,3.315752,855.7551,-3159.1995,4777.8,4794.6
symmetric_bw0_w60_tol15_rt16_dp8_cd90,symmetric,0.0,60.0,120.0,15.0,16.0,8,90,33120.697,0.331207,-6825.719999999999,0.656,0.276,506,0.833992,2.942683,3.193975,837.6529,-3159.1995,4777.8,4794.6
symmetric_bw0_w60_tol15_rt18_dp8_cd90,symmetric,0.0,60.0,120.0,15.0,18.0,8,90,31749.7075,0.317497,-6923.09,0.656,0.248,493,0.829615,2.86227,3.103158,837.6529,-3159.1995,4777.8,4794.6
symmetric_bw0_w60_tol15_rt14_dp10_cd90,symmetric,0.0,60.0,120.0,15.0,14.0,10,90,31687.9078,0.316879,-6949.02,0.656,0.236,488,0.827869,2.847695,3.071655,837.6529,-3159.1995,4777.8,4794.6
symmetric_bw0_w60_tol15_rt16_dp10_cd90,symmetric,0.0,60.0,120.0,15.0,16.0,10,90,31601.1736,0.316012,-6949.02,0.656,0.232,487,0.827515,2.844237,3.065985,837.6529,-3159.1995,4777.8,4794.6
symmetric_bw0_w60_tol15_rt18_dp10_cd90,symmetric,0.0,60.0,120.0,15.0,18.0,10,90,31018.9362,0.310189,-7063.09,0.656,0.212,481,0.823285,2.809197,3.02792,837.6529,-3159.1995,4777.8,4794.6
