timestamp,symbol,action,state,price,center_price,layer_id,detail,kind,lower_strike,body_strike,upper_strike,width,dte,entry_cost,friction_cost,close_value,realized_pnl,drift_distance
2025-04-02T15:30:00+00:00,SPY,ABORTED,DRIFTING,563.6,559.0,4.0,Regime turned TREND_UP.,PRIMARY,554.0,559.0,564.0,5.0,5.0,1.156,,1.4103,0.2543,
2025-04-02T15:30:00+00:00,SPY,ABORTED,DRIFTING,563.6,560.0,5.0,Regime turned TREND_UP.,SUPPLEMENTAL,555.0,560.0,565.0,5.0,5.0,1.156,,1.5131,0.3571,
2025-04-02T18:40:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,563.35,564.0,6.0,Opened the primary butterfly corridor layer.,PRIMARY,559.0,564.0,569.0,5.0,5.0,1.156,0.056,,,
2025-04-02T18:55:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,561.11,563.0,7.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,558.0,563.0,568.0,5.0,5.0,1.156,0.056,,,
2025-04-02T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,564.08,564.0,6.0,Session window closed.,PRIMARY,559.0,564.0,569.0,5.0,5.0,1.156,,1.8828,0.7268,
2025-04-02T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,564.08,563.0,7.0,Session window closed.,SUPPLEMENTAL,558.0,563.0,568.0,5.0,5.0,1.156,,1.7732,0.6172,
2025-04-03T19:05:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,541.43,543.0,8.0,Opened the primary butterfly corridor layer.,PRIMARY,538.0,543.0,548.0,5.0,5.0,1.156,0.056,,,
2025-04-03T19:10:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,540.9,542.0,9.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,537.0,542.0,547.0,5.0,5.0,1.156,0.056,,,
2025-04-03T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,538.64,543.0,8.0,Session window closed.,PRIMARY,538.0,543.0,548.0,5.0,5.0,1.156,,1.4279,0.2719,
2025-04-03T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,538.64,542.0,9.0,Session window closed.,SUPPLEMENTAL,537.0,542.0,547.0,5.0,5.0,1.156,,1.5314,0.3754,
2025-04-15T15:15:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,541.47,541.0,10.0,Opened the primary butterfly corridor layer.,PRIMARY,536.0,541.0,546.0,5.0,5.0,1.156,0.056,,,
2025-04-15T17:20:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,538.07,539.0,11.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,534.0,539.0,544.0,5.0,5.0,1.156,0.056,,,
2025-04-15T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,537.95,541.0,10.0,Session window closed.,PRIMARY,536.0,541.0,546.0,5.0,5.0,1.156,,1.6087,0.4527,
2025-04-15T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,537.95,539.0,11.0,Session window closed.,SUPPLEMENTAL,534.0,539.0,544.0,5.0,5.0,1.156,,1.8026,0.6466,
