timestamp,symbol,action,state,price,center_price,layer_id,detail,kind,lower_strike,body_strike,upper_strike,width,lower_width,upper_width,wing_mode,dte,entry_cost,entry_debit,friction_cost,entry_friction_cost,entry_slippage_cost,entry_commission_cost,paper_spread_entry_penalty,paper_spread_close_penalty,paper_spread_penalty_round_trip,modeled_max_loss,contracts_per_layer,option_multiplier,drift_distance,drift_count,close_value,gross_close_value,realized_pnl,gross_realized_pnl,close_friction_cost,close_slippage_cost,close_commission_cost,stress_profile,primary_return_pct
2025-04-28T15:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5492.17,5520.0,10.0,Opened the primary butterfly corridor layer.,PRIMARY,5470.0,5520.0,5570.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-04-28T15:50:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5494.59,5520.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,25.41,,,,,,,,,,
2025-04-28T16:00:00+00:00,SPX,ABORTED,DRIFTING,5483.96,5520.0,10.0,Regime turned TREND_DOWN.,PRIMARY,5470.0,5520.0,5570.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,12.8513,16.2511,-1.3747,3.0511,1.026,0.4,0.026,conservative,
2025-04-29T15:25:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5540.28,5530.0,11.0,Opened the primary butterfly corridor layer.,PRIMARY,5480.0,5530.0,5580.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-04-29T15:40:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5544.29,5530.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,14.29,,,,,,,,,,
2025-04-29T15:45:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5541.91,5530.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29T15:50:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,5540.9,5535.0,12.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,5485.0,5535.0,5585.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-04-29T16:05:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5551.05,5535.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,16.05,,,,,,,,,,
2025-04-29T16:15:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5544.32,5535.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29T16:30:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5548.4,5535.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,
2025-04-29T16:35:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5542.21,5535.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29T17:40:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5556.11,5540.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,16.11,,,,,,,,,,
2025-04-29T18:15:00+00:00,SPX,REBUILD_REQUESTED,REBUILD,5565.01,5545.0,,Requested corridor rebuild after sustained drift.,,,,,,,,,,,,,,,,,,,,,,20.01,8.0,,,,,,,,,
2025-04-29T18:20:00+00:00,SPX,REBUILT,REBUILD,5563.13,5530.0,11.0,Removed prior layers for rebuild.,PRIMARY,5480.0,5530.0,5580.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,13.0676,16.5055,-1.1584,3.3055,1.026,0.4,0.026,conservative,
2025-04-29T18:20:00+00:00,SPX,REBUILT,REBUILD,5563.13,5535.0,12.0,Removed prior layers for rebuild.,SUPPLEMENTAL,5485.0,5535.0,5585.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,13.2836,16.7596,-0.9424,3.5596,1.026,0.4,0.026,conservative,
2025-04-29T18:20:00+00:00,SPX,REBUILT,ACTIVE_CENTERED,5563.13,5545.0,13.0,Established a fresh primary butterfly corridor layer.,PRIMARY,5495.0,5545.0,5595.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-04-29T18:25:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5566.18,5550.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,16.18,,,,,,,,,,
2025-04-29T18:55:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5560.72,5550.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29T19:05:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,5564.65,5560.0,14.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,5510.0,5560.0,5610.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-04-29T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,5561.79,5545.0,13.0,Session window closed.,PRIMARY,5495.0,5545.0,5595.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,13.7475,17.3054,-0.4785,4.1054,1.026,0.4,0.026,conservative,
2025-04-29T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,5561.79,5560.0,14.0,Session window closed.,SUPPLEMENTAL,5510.0,5560.0,5610.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.3789,18.0482,0.1529,4.8482,1.026,0.4,0.026,conservative,
2025-05-01T17:25:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5630.27,5635.0,15.0,Opened the primary butterfly corridor layer.,PRIMARY,5585.0,5635.0,5685.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-05-01T17:40:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5620.4,5635.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,14.6,,,,,,,,,,
2025-05-01T17:45:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5624.12,5630.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01T18:15:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,5639.2,5635.0,16.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,5585.0,5635.0,5685.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-05-01T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,5631.78,5635.0,15.0,Session window closed.,PRIMARY,5585.0,5635.0,5685.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.4094,18.0841,0.1834,4.8841,1.026,0.4,0.026,conservative,
2025-05-01T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,5631.78,5635.0,16.0,Session window closed.,SUPPLEMENTAL,5585.0,5635.0,5685.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.3624,18.0288,0.1364,4.8288,1.026,0.4,0.026,conservative,
2025-05-02T17:30:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5683.62,5685.0,17.0,Opened the primary butterfly corridor layer.,PRIMARY,5635.0,5685.0,5735.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-05-02T18:00:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,5693.42,5690.0,18.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,5640.0,5690.0,5740.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-05-02T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,5693.98,5685.0,17.0,Session window closed.,PRIMARY,5635.0,5685.0,5735.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.1419,17.7694,-0.0841,4.5694,1.026,0.4,0.026,conservative,
2025-05-02T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,5693.98,5690.0,18.0,Session window closed.,SUPPLEMENTAL,5640.0,5690.0,5740.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.3421,18.005,0.1161,4.805,1.026,0.4,0.026,conservative,
2025-05-05T14:40:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5662.29,5675.0,19.0,Opened the primary butterfly corridor layer.,PRIMARY,5625.0,5675.0,5725.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-05-05T14:45:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,5663.39,5670.0,20.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,5620.0,5670.0,5720.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-05-05T16:15:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5673.54,5660.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,13.54,,,,,,,,,,
2025-05-05T16:30:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5671.14,5660.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05T16:35:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5673.42,5660.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,13.42,,,,,,,,,,
2025-05-05T16:45:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5675.76,5665.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,5667.29,5675.0,19.0,Session window closed.,PRIMARY,5625.0,5675.0,5725.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.3496,18.0137,0.1236,4.8137,1.026,0.4,0.026,conservative,
2025-05-05T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,5667.29,5670.0,20.0,Session window closed.,SUPPLEMENTAL,5620.0,5670.0,5720.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.5841,18.2896,0.3581,5.0896,1.026,0.4,0.026,conservative,
2025-05-06T17:20:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5611.78,5625.0,21.0,Opened the primary butterfly corridor layer.,PRIMARY,5575.0,5625.0,5675.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-05-06T17:25:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,5613.56,5620.0,22.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,5570.0,5620.0,5670.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-05-06T17:35:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5608.68,5625.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,16.32,,,,,,,,,,
2025-05-06T18:00:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5609.97,5620.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06T18:10:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5607.17,5620.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,12.83,,,,,,,,,,
2025-05-06T18:15:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5614.02,5620.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06T19:30:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5627.85,5615.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,12.85,,,,,,,,,,
2025-05-06T19:35:00+00:00,SPX,SESSION_FLUSH,DRIFTING,5623.96,5625.0,21.0,Session window closed.,PRIMARY,5575.0,5625.0,5675.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.5138,18.207,0.2878,5.007,1.026,0.4,0.026,conservative,
2025-05-06T19:35:00+00:00,SPX,SESSION_FLUSH,DRIFTING,5623.96,5620.0,22.0,Session window closed.,SUPPLEMENTAL,5570.0,5620.0,5670.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.3756,18.0443,0.1496,4.8443,1.026,0.4,0.026,conservative,
2025-05-07T13:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5617.73,5615.0,23.0,Opened the primary butterfly corridor layer.,PRIMARY,5565.0,5615.0,5665.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-05-07T13:55:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,5631.14,5625.0,24.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,5575.0,5625.0,5675.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-05-07T14:05:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5633.43,5620.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,13.43,,,,,,,,,,
2025-05-07T14:10:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5632.11,5620.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T14:20:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5634.78,5620.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,14.78,,,,,,,,,,
2025-05-07T14:25:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5635.55,5625.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T14:50:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5610.71,5625.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,14.29,,,,,,,,,,
2025-05-07T15:25:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5608.42,5620.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T15:30:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5606.43,5620.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,13.57,,,,,,,,,,
2025-05-07T15:35:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5610.21,5620.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T15:45:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5605.65,5620.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,14.35,,,,,,,,,,
2025-05-07T15:50:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5612.87,5620.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T17:10:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5634.64,5620.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,14.64,,,,,,,,,,
2025-05-07T17:15:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5631.15,5620.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T17:20:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5632.52,5620.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,12.52,,,,,,,,,,
2025-05-07T17:25:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5630.03,5620.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
