timestamp,symbol,action,state,price,center_price,layer_id,detail,kind,lower_strike,body_strike,upper_strike,width,lower_width,upper_width,wing_mode,dte,entry_cost,entry_debit,friction_cost,entry_friction_cost,entry_slippage_cost,entry_commission_cost,paper_spread_entry_penalty,paper_spread_close_penalty,paper_spread_penalty_round_trip,modeled_max_loss,contracts_per_layer,option_multiplier,drift_distance,drift_count,close_value,gross_close_value,realized_pnl,gross_realized_pnl,close_friction_cost,close_slippage_cost,close_commission_cost,stress_profile,primary_return_pct
2025-06-30T19:25:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6202.32,6190.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6198.76,6165.0,116.0,Session window closed.,PRIMARY,6115.0,6165.0,6215.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,13.1032,16.5474,-1.1228,3.3474,1.026,0.4,0.026,conservative,
2025-06-30T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6198.76,6175.0,117.0,Session window closed.,SUPPLEMENTAL,6125.0,6175.0,6225.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,13.5582,17.0827,-0.6678,3.8827,1.026,0.4,0.026,conservative,
2025-07-01T13:50:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6198.93,6190.0,118.0,Opened the primary butterfly corridor layer.,PRIMARY,6140.0,6190.0,6240.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-01T14:10:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6199.05,6195.0,119.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6145.0,6195.0,6245.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-01T15:10:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6179.82,6195.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,15.18,,,,,,,,,,
2025-07-01T15:15:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6186.11,6195.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01T17:50:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6208.45,6195.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,13.45,,,,,,,,,,
2025-07-01T18:00:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6205.62,6195.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6200.13,6190.0,118.0,Session window closed.,PRIMARY,6140.0,6190.0,6240.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.2763,17.9275,0.0503,4.7275,1.026,0.4,0.026,conservative,
2025-07-01T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6200.13,6195.0,119.0,Session window closed.,SUPPLEMENTAL,6145.0,6195.0,6245.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.5005,18.1913,0.2745,4.9913,1.026,0.4,0.026,conservative,
2025-07-02T13:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6197.38,6205.0,120.0,Opened the primary butterfly corridor layer.,PRIMARY,6155.0,6205.0,6255.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-02T14:25:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6209.14,6205.0,121.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6155.0,6205.0,6255.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-02T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6220.12,6205.0,120.0,Session window closed.,PRIMARY,6155.0,6205.0,6255.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.0382,17.6474,-0.1878,4.4474,1.026,0.4,0.026,conservative,
2025-07-02T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6220.12,6205.0,121.0,Session window closed.,SUPPLEMENTAL,6155.0,6205.0,6255.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.0068,17.6105,-0.2192,4.4105,1.026,0.4,0.026,conservative,
2025-07-03T15:15:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6276.26,6250.0,122.0,Opened the primary butterfly corridor layer.,PRIMARY,6200.0,6250.0,6300.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-03T15:20:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6275.35,6255.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,20.35,,,,,,,,,,
2025-07-03T16:05:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6281.94,6270.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03T16:10:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6281.33,6275.0,123.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6225.0,6275.0,6325.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-07T13:30:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,6254.14,6250.0,122.0,Primary take-profit reached.,PRIMARY,6200.0,6250.0,6300.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,19.4924,24.0641,5.2664,10.8641,1.026,0.4,0.026,conservative,0.4124
2025-07-07T13:30:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,6254.14,6275.0,123.0,Primary take-profit reached.,SUPPLEMENTAL,6225.0,6275.0,6325.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,17.4802,21.6968,3.2542,8.4968,1.026,0.4,0.026,conservative,0.4124
2025-07-07T13:55:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6258.64,6275.0,124.0,Opened the primary butterfly corridor layer.,PRIMARY,6225.0,6275.0,6325.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-07T14:00:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6253.8,6275.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,21.2,,,,,,,,,,
2025-07-07T14:35:00+00:00,SPX,REBUILD_REQUESTED,REBUILD,6249.35,6270.0,,Requested corridor rebuild after sustained drift.,,,,,,,,,,,,,,,,,,,,,,20.65,8.0,,,,,,,,,
2025-07-07T14:40:00+00:00,SPX,REBUILT,REBUILD,6249.0,6275.0,124.0,Removed prior layers for rebuild.,PRIMARY,6225.0,6275.0,6325.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,13.3141,16.7955,-0.9119,3.5955,1.026,0.4,0.026,conservative,
2025-07-07T14:40:00+00:00,SPX,REBUILT,ACTIVE_CENTERED,6249.0,6270.0,125.0,Established a fresh primary butterfly corridor layer.,PRIMARY,6220.0,6270.0,6320.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-07T14:45:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6249.32,6270.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,20.68,,,,,,,,,,
2025-07-07T15:40:00+00:00,SPX,REBUILD_REQUESTED,REBUILD,6238.36,6255.0,,Requested corridor rebuild after sustained drift.,,,,,,,,,,,,,,,,,,,,,,16.64,12.0,,,,,,,,,
2025-07-07T15:45:00+00:00,SPX,REBUILT,REBUILD,6235.94,6270.0,125.0,Removed prior layers for rebuild.,PRIMARY,6220.0,6270.0,6320.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,12.9656,16.3855,-1.2604,3.1855,1.026,0.4,0.026,conservative,
2025-07-07T15:45:00+00:00,SPX,REBUILT,ACTIVE_CENTERED,6235.94,6255.0,126.0,Established a fresh primary butterfly corridor layer.,PRIMARY,6205.0,6255.0,6305.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-07T15:50:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6235.51,6255.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,19.49,,,,,,,,,,
2025-07-07T16:00:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6243.49,6250.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-07T16:10:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6241.89,6245.0,127.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6195.0,6245.0,6295.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-07T16:15:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6234.3,6250.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,15.7,,,,,,,,,,
2025-07-07T16:50:00+00:00,SPX,REBUILD_REQUESTED,REBUILD,6219.0,6240.0,,Requested corridor rebuild after sustained drift.,,,,,,,,,,,,,,,,,,,,,,21.0,8.0,,,,,,,,,
2025-07-07T16:55:00+00:00,SPX,REBUILT,REBUILD,6220.23,6255.0,126.0,Removed prior layers for rebuild.,PRIMARY,6205.0,6255.0,6305.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,12.9364,16.3511,-1.2896,3.1511,1.026,0.4,0.026,conservative,
2025-07-07T16:55:00+00:00,SPX,REBUILT,REBUILD,6220.23,6245.0,127.0,Removed prior layers for rebuild.,SUPPLEMENTAL,6195.0,6245.0,6295.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,13.3689,16.86,-0.8571,3.66,1.026,0.4,0.026,conservative,
2025-07-07T16:55:00+00:00,SPX,REBUILT,ACTIVE_CENTERED,6220.23,6240.0,128.0,Established a fresh primary butterfly corridor layer.,PRIMARY,6190.0,6240.0,6290.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-07T17:00:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6219.3,6240.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,20.7,,,,,,,,,,
2025-07-07T17:15:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6229.56,6235.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-07T17:20:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6227.27,6230.0,129.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6180.0,6230.0,6280.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-07T17:35:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6221.89,6235.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,13.11,,,,,,,,,,
2025-07-07T17:45:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6222.65,6235.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-07T18:15:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6209.22,6230.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,20.78,,,,,,,,,,
2025-07-07T18:40:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6216.83,6225.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-07T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6218.11,6240.0,128.0,Session window closed.,PRIMARY,6190.0,6240.0,6290.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,13.5773,17.1051,-0.6487,3.9051,1.026,0.4,0.026,conservative,
2025-07-07T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6218.11,6230.0,129.0,Session window closed.,SUPPLEMENTAL,6180.0,6230.0,6280.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.0174,17.6229,-0.2086,4.4229,1.026,0.4,0.026,conservative,
2025-07-08T13:50:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6235.5,6220.0,130.0,Opened the primary butterfly corridor layer.,PRIMARY,6170.0,6220.0,6270.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-08T13:55:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6229.33,6225.0,131.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6175.0,6225.0,6275.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-08T14:30:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6233.1,6220.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,13.1,,,,,,,,,,
2025-07-08T14:40:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6232.34,6220.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-08T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6224.24,6220.0,130.0,Session window closed.,PRIMARY,6170.0,6220.0,6270.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.5619,18.2636,0.3359,5.0636,1.026,0.4,0.026,conservative,
2025-07-08T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6224.24,6225.0,131.0,Session window closed.,SUPPLEMENTAL,6175.0,6225.0,6275.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.7259,18.4564,0.4999,5.2564,1.026,0.4,0.026,conservative,
2025-07-09T14:00:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6262.69,6235.0,132.0,Opened the primary butterfly corridor layer.,PRIMARY,6185.0,6235.0,6285.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-09T14:05:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6263.97,6235.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,28.97,,,,,,,,,,
2025-07-09T14:30:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6247.75,6240.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-09T14:35:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6247.51,6245.0,133.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6195.0,6245.0,6295.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-09T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6259.35,6235.0,132.0,Session window closed.,PRIMARY,6185.0,6235.0,6285.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,13.5799,17.1083,-0.6461,3.9083,1.026,0.4,0.026,conservative,
2025-07-09T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6259.35,6245.0,133.0,Session window closed.,SUPPLEMENTAL,6195.0,6245.0,6295.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.0359,17.6447,-0.1901,4.4447,1.026,0.4,0.026,conservative,
2025-07-10T13:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6257.52,6255.0,134.0,Opened the primary butterfly corridor layer.,PRIMARY,6205.0,6255.0,6305.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-10T14:15:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6263.21,6260.0,135.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6210.0,6260.0,6310.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-10T14:40:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6269.6,6255.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,14.6,,,,,,,,,,
2025-07-10T14:45:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6269.61,6260.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-10T15:00:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6273.28,6260.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,13.28,,,,,,,,,,
2025-07-10T15:30:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6275.88,6265.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-10T15:40:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6279.27,6265.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,14.27,,,,,,,,,,
2025-07-10T16:05:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6276.26,6265.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-10T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6286.04,6255.0,134.0,Session window closed.,PRIMARY,6205.0,6255.0,6305.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,13.265,16.7377,-0.961,3.5377,1.026,0.4,0.026,conservative,
2025-07-10T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6286.04,6260.0,135.0,Session window closed.,SUPPLEMENTAL,6210.0,6260.0,6310.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,13.4886,17.0008,-0.7374,3.8008,1.026,0.4,0.026,conservative,
2025-07-11T13:55:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6254.01,6280.0,136.0,Opened the primary butterfly corridor layer.,PRIMARY,6230.0,6280.0,6330.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-11T14:00:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6253.65,6280.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,26.35,,,,,,,,,,
2025-07-11T14:30:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6264.39,6275.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-11T14:35:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6262.4,6275.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,12.6,,,,,,,,,,
2025-07-11T14:40:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6261.2,6270.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-11T14:45:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6259.73,6265.0,137.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6215.0,6265.0,6315.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-11T14:50:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6255.99,6270.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,14.01,,,,,,,,,,
2025-07-11T14:55:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6260.11,6270.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-11T15:05:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6256.04,6270.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,13.96,,,,,,,,,,
2025-07-11T15:15:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6253.2,6265.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-11T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6265.7,6280.0,136.0,Session window closed.,PRIMARY,6230.0,6280.0,6330.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.07,17.6849,-0.156,4.4849,1.026,0.4,0.026,conservative,
2025-07-11T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6265.7,6265.0,137.0,Session window closed.,SUPPLEMENTAL,6215.0,6265.0,6315.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.6801,18.4026,0.4541,5.2026,1.026,0.4,0.026,conservative,
2025-07-14T13:50:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6253.13,6260.0,138.0,Opened the primary butterfly corridor layer.,PRIMARY,6210.0,6260.0,6310.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-14T13:55:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6248.56,6255.0,139.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6205.0,6255.0,6305.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-14T14:30:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6247.28,6260.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,12.72,,,,,,,,,,
2025-07-14T14:35:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6250.86,6260.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-14T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6267.02,6260.0,138.0,Session window closed.,PRIMARY,6210.0,6260.0,6310.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.4271,18.1049,0.2011,4.9049,1.026,0.4,0.026,conservative,
2025-07-14T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6267.02,6255.0,139.0,Session window closed.,SUPPLEMENTAL,6205.0,6255.0,6305.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,14.1805,17.8148,-0.0455,4.6148,1.026,0.4,0.026,conservative,
2025-07-15T14:10:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6283.83,6275.0,140.0,Opened the primary butterfly corridor layer.,PRIMARY,6225.0,6275.0,6325.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-15T14:50:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6264.54,6270.0,141.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6220.0,6270.0,6320.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,1.026,1.026,0.4,0.026,0.6,0.6,1.2,14.226,1.0,100.0,,,,,,,,,,,
2025-07-15T14:55:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6259.29,6275.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,15.71,,,,,,,,,,
2025-07-15T15:00:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6264.02,6275.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-15T16:55:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6253.24,6270.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,16.76,,,,,,,,,,
2025-07-15T17:10:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6254.53,6265.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-15T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6255.08,6275.0,140.0,Session window closed.,PRIMARY,6225.0,6275.0,6325.0,50.0,50.0,50.0,symmetric,7.0,14.226,13.2,,1.026,,,0.6,0.6,1.2,,1.0,100.0,,,13.787,17.3519,-0.439,4.1519,1.026,0.4,0.026,conservative,
