timestamp,symbol,action,state,price,center_price,layer_id,detail,kind,lower_strike,body_strike,upper_strike,width,dte,entry_cost,entry_debit,friction_cost,entry_friction_cost,contracts_per_layer,option_multiplier,drift_distance,close_value,gross_close_value,realized_pnl,gross_realized_pnl,close_friction_cost,stress_profile,drift_count,primary_return_pct
2025-04-25T17:05:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5514.52,5490.0,,Corridor drift started.,,,,,,,,,,,,,24.52,,,,,,,,
2025-04-25T17:25:00+00:00,SPX,ABORTED,DRIFTING,5527.71,5475.0,5.0,Regime turned TREND_UP.,PRIMARY,5415.0,5475.0,5535.0,60.0,7.0,15.926,15.84,,0.086,1.0,100.0,,15.3009,18.087,-0.6251,2.247,0.086,conservative,,
2025-04-25T17:25:00+00:00,SPX,ABORTED,DRIFTING,5527.71,5495.0,6.0,Regime turned TREND_UP.,SUPPLEMENTAL,5435.0,5495.0,5555.0,60.0,7.0,15.926,15.84,,0.086,1.0,100.0,,16.1905,19.1337,0.2645,3.2937,0.086,conservative,,
2025-04-28T15:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5492.17,5520.0,7.0,Opened the primary butterfly corridor layer.,PRIMARY,5460.0,5520.0,5580.0,60.0,7.0,15.926,15.84,0.086,0.086,1.0,100.0,,,,,,,,,
2025-04-28T15:50:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5494.59,5520.0,,Corridor drift started.,,,,,,,,,,,,,25.41,,,,,,,,
2025-04-28T16:00:00+00:00,SPX,ABORTED,DRIFTING,5483.96,5520.0,7.0,Regime turned TREND_DOWN.,PRIMARY,5460.0,5520.0,5580.0,60.0,7.0,15.926,15.84,,0.086,1.0,100.0,,15.9946,18.9031,0.0686,3.0631,0.086,conservative,,
2025-04-29T15:25:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5540.28,5530.0,8.0,Opened the primary butterfly corridor layer.,PRIMARY,5470.0,5530.0,5590.0,60.0,7.0,15.926,15.84,0.086,0.086,1.0,100.0,,,,,,,,,
2025-04-29T15:40:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,5544.29,5535.0,9.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,5475.0,5535.0,5595.0,60.0,7.0,15.926,15.84,0.086,0.086,1.0,100.0,,,,,,,,,
2025-04-29T17:45:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5567.21,5540.0,,Corridor drift started.,,,,,,,,,,,,,27.21,,,,,,,,
2025-04-29T17:50:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5564.78,5545.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
2025-04-29T17:55:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5565.21,5545.0,,Corridor drift started.,,,,,,,,,,,,,20.21,,,,,,,,
2025-04-29T18:10:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5564.87,5545.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
2025-04-29T18:15:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5565.01,5545.0,,Corridor drift started.,,,,,,,,,,,,,20.01,,,,,,,,
2025-04-29T18:20:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5563.13,5545.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
2025-04-29T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,5561.79,5530.0,8.0,Session window closed.,PRIMARY,5470.0,5530.0,5590.0,60.0,7.0,15.926,15.84,,0.086,1.0,100.0,,16.384,19.3612,0.458,3.5212,0.086,conservative,,
