timestamp,symbol,action,state,price,center_price,layer_id,detail,kind,lower_strike,body_strike,upper_strike,width,lower_width,upper_width,wing_mode,dte,entry_cost,entry_debit,friction_cost,entry_friction_cost,entry_slippage_cost,entry_commission_cost,modeled_max_loss,contracts_per_layer,option_multiplier,primary_return_pct,close_value,gross_close_value,realized_pnl,gross_realized_pnl,close_friction_cost,close_slippage_cost,close_commission_cost,stress_profile
2026-03-18T17:45:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,6670.59,6675.0,6308,Primary take-profit reached.,PRIMARY,6595.0,6675.0,6755.0,80.0,80.0,80.0,symmetric,7,17.826,17.6,,0.226,,,,1,100,0.6661,29.7005,29.9265,11.8745,12.3265,0.226,0.2,0.026,none
2026-03-18T17:50:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6674.0,6675.0,6309,Opened the primary butterfly corridor layer.,PRIMARY,6595.0,6675.0,6755.0,80.0,80.0,80.0,symmetric,7,17.826,17.6,0.226,0.226,0.2,0.026,17.826,1,100,,,,,,,,,
2026-03-18T17:55:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,6675.81,6675.0,6309,Primary take-profit reached.,PRIMARY,6595.0,6675.0,6755.0,80.0,80.0,80.0,symmetric,7,17.826,17.6,,0.226,,,,1,100,0.6873,30.0774,30.3034,12.2514,12.7034,0.226,0.2,0.026,none
2026-03-18T18:00:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6680.27,6675.0,6310,Opened the primary butterfly corridor layer.,PRIMARY,6595.0,6675.0,6755.0,80.0,80.0,80.0,symmetric,7,17.826,17.6,0.226,0.226,0.2,0.026,17.826,1,100,,,,,,,,,
2026-03-18T18:05:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,6674.46,6675.0,6310,Primary take-profit reached.,PRIMARY,6595.0,6675.0,6755.0,80.0,80.0,80.0,symmetric,7,17.826,17.6,,0.226,,,,1,100,0.6889,30.1056,30.3316,12.2796,12.7316,0.226,0.2,0.026,none
2026-03-18T18:10:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6674.6,6675.0,6311,Opened the primary butterfly corridor layer.,PRIMARY,6595.0,6675.0,6755.0,80.0,80.0,80.0,symmetric,7,17.826,17.6,0.226,0.226,0.2,0.026,17.826,1,100,,,,,,,,,
2026-03-18T18:15:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,6666.11,6675.0,6311,Primary take-profit reached.,PRIMARY,6595.0,6675.0,6755.0,80.0,80.0,80.0,symmetric,7,17.826,17.6,,0.226,,,,1,100,0.6398,29.2315,29.4575,11.4055,11.8575,0.226,0.2,0.026,none
2026-03-18T18:20:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6666.69,6675.0,6312,Opened the primary butterfly corridor layer.,PRIMARY,6595.0,6675.0,6755.0,80.0,80.0,80.0,symmetric,7,17.826,17.6,0.226,0.226,0.2,0.026,17.826,1,100,,,,,,,,,
2026-03-18T18:25:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,6670.19,6675.0,6312,Primary take-profit reached.,PRIMARY,6595.0,6675.0,6755.0,80.0,80.0,80.0,symmetric,7,17.826,17.6,,0.226,,,,1,100,0.6638,29.6586,29.8846,11.8326,12.2846,0.226,0.2,0.026,none
2026-03-18T18:30:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6656.3,6675.0,6313,Opened the primary butterfly corridor layer.,PRIMARY,6595.0,6675.0,6755.0,80.0,80.0,80.0,symmetric,7,17.826,17.6,0.226,0.226,0.2,0.026,17.826,1,100,,,,,,,,,
