config_name,stage,butterfly_width,coverage_band_width,center_tolerance,recenter_threshold,drift_persistence_bars,rebuild_cooldown_minutes,max_layers,primary_stop_loss_pct,primary_take_profit_pct,net_dollar_pnl,return_on_capital,max_drawdown_dollars,corridor_occupancy_rate,average_rebuilds_per_day,closed_layers,win_rate_by_closed_layer,profit_factor_by_closed_layer,profit_factor_by_day,best_day_pnl_dollars,worst_day_pnl_dollars,max_gross_deployment_dollars
structural_w60_cb120_tol12p5_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,12.5,18.0,8,90,2,0.25,0.2,43273.9773,0.43274,-4221.51,0.5972,0.356,533,0.844278,5.635325,6.443601,894.5935,-3151.4469,4777.8
structural_w60_cb120_tol12p5_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,12.5,20.0,8,60,2,0.25,0.2,42041.6124,0.420416,-4221.51,0.5972,0.328,519,0.840077,5.537898,6.241719,894.5935,-3151.4469,4777.8
structural_w60_cb120_tol12p5_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,12.5,20.0,8,90,2,0.25,0.2,41642.036,0.41642,-4221.51,0.5972,0.304,514,0.832685,5.389609,6.138429,894.5935,-3151.4469,4777.8
structural_w60_cb120_tol12p5_rt16_dp10_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,12.5,16.0,10,60,2,0.25,0.2,40328.5392,0.403285,-4244.49,0.5972,0.344,528,0.842803,4.296909,4.634275,1029.8648,-3159.1995,4777.8
structural_w60_cb120_tol12p5_rt16_dp10_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,12.5,16.0,10,90,2,0.25,0.2,39549.8323,0.395498,-4244.49,0.5972,0.312,520,0.832692,4.188501,4.539347,925.9512,-3159.1995,4777.8
structural_w60_cb120_tol12p5_rt18_dp10_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,12.5,18.0,10,60,2,0.25,0.2,38448.6916,0.384487,-4244.49,0.5972,0.3,513,0.834308,4.128694,4.464869,1029.8648,-3159.1995,4777.8
structural_w60_cb120_tol12p5_rt18_dp10_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,12.5,18.0,10,90,2,0.25,0.2,37797.4673,0.377975,-4244.49,0.5972,0.272,506,0.826087,4.0282,4.382526,925.9512,-3159.1995,4777.8
structural_w60_cb120_tol12p5_rt20_dp10_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,12.5,20.0,10,60,2,0.25,0.2,35619.8214,0.356198,-5649.240000000001,0.5972,0.252,498,0.827309,3.558945,3.775934,925.9512,-3159.1995,4777.8
structural_w60_cb120_tol15_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,15.0,16.0,8,60,2,0.25,0.2,35582.3348,0.355823,-6722.4800000000005,0.656,0.316,516,0.844961,3.332593,3.508041,837.6529,-3159.1995,4777.8
structural_w60_cb120_tol12p5_rt20_dp10_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,12.5,20.0,10,90,2,0.25,0.2,35247.2456,0.352472,-5649.240000000001,0.5972,0.236,494,0.825911,3.510208,3.730384,925.9512,-3159.1995,4777.8
structural_w60_cb120_tol15_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,15.0,18.0,8,60,2,0.25,0.2,34115.632,0.341156,-6819.840000000001,0.656,0.284,502,0.838645,3.235355,3.40466,837.6529,-3159.1995,4777.8
structural_w60_cb120_tol15_rt16_dp10_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,15.0,16.0,10,60,2,0.25,0.2,33898.963,0.33899,-6949.02,0.656,0.26,494,0.831984,3.196145,3.364929,855.7551,-3159.1995,4777.8
structural_w60_cb120_tol15_rt18_dp10_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,15.0,18.0,10,60,2,0.25,0.2,33194.0596,0.331941,-7063.09,0.656,0.236,487,0.827515,3.149081,3.315752,855.7551,-3159.1995,4777.8
structural_w60_cb120_tol15_rt16_dp8_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,15.0,16.0,8,90,2,0.25,0.2,33120.697,0.331207,-6825.719999999999,0.656,0.276,506,0.833992,2.942683,3.193975,837.6529,-3159.1995,4777.8
structural_w60_cb120_tol15_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,15.0,18.0,8,90,2,0.25,0.2,31749.7075,0.317497,-6923.09,0.656,0.248,493,0.829615,2.86227,3.103158,837.6529,-3159.1995,4777.8
structural_w60_cb120_tol15_rt16_dp10_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,15.0,16.0,10,90,2,0.25,0.2,31601.1736,0.316012,-6949.02,0.656,0.232,487,0.827515,2.844237,3.065985,837.6529,-3159.1995,4777.8
structural_w60_cb120_tol15_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,15.0,20.0,8,60,2,0.25,0.2,31388.518,0.313885,-6955.469999999999,0.656,0.244,492,0.827236,2.854879,3.082841,837.6529,-3159.1995,4777.8
structural_w60_cb120_tol15_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,15.0,20.0,8,90,2,0.25,0.2,31101.2986,0.311013,-6955.469999999999,0.656,0.228,488,0.82377,2.820559,3.052415,837.6529,-3159.1995,4777.8
structural_w60_cb120_tol15_rt18_dp10_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,15.0,18.0,10,90,2,0.25,0.2,31018.9362,0.310189,-7063.09,0.656,0.212,481,0.823285,2.809197,3.02792,837.6529,-3159.1995,4777.8
structural_w60_cb120_tol17p5_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,17.5,16.0,8,60,2,0.25,0.2,29894.3707,0.298944,-6776.900000000001,0.7097,0.18,471,0.821656,2.768201,2.962986,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol17p5_rt16_dp8_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,17.5,16.0,8,90,2,0.25,0.2,29706.5566,0.297066,-6776.900000000001,0.7097,0.168,468,0.824786,2.75844,2.945888,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol17p5_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,17.5,18.0,8,60,2,0.25,0.2,29661.2133,0.296612,-6776.900000000001,0.7097,0.176,469,0.820896,2.753153,2.947676,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol17p5_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,17.5,18.0,8,90,2,0.25,0.2,29614.0159,0.29614,-6776.900000000001,0.7097,0.168,468,0.824786,2.751705,2.939826,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol17p5_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,17.5,20.0,8,60,2,0.25,0.2,29220.9776,0.29221,-6776.900000000001,0.7097,0.168,466,0.819742,2.727789,2.918768,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol17p5_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,17.5,20.0,8,90,2,0.25,0.2,29173.7802,0.291738,-6776.900000000001,0.7097,0.16,465,0.823656,2.726322,2.910989,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol15_rt20_dp10_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,15.0,20.0,10,60,2,0.25,0.2,28808.8862,0.288089,-8692.89,0.656,0.196,474,0.818565,2.546175,2.709113,837.6529,-3159.1995,4777.8
structural_w60_cb120_tol15_rt20_dp10_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,15.0,20.0,10,90,2,0.25,0.2,28450.5375,0.284505,-8692.89,0.656,0.18,470,0.821277,2.521516,2.680118,837.6529,-3159.1995,4777.8
structural_w60_cb120_tol17p5_rt20_dp10_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,17.5,20.0,10,60,2,0.25,0.2,28382.7358,0.283827,-8965.720000000001,0.7097,0.12,452,0.811947,2.65584,2.764855,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol17p5_rt20_dp10_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,17.5,20.0,10,90,2,0.25,0.2,28321.8405,0.283218,-8965.720000000001,0.7097,0.116,451,0.81153,2.647246,2.756323,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol17p5_rt16_dp10_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,17.5,16.0,10,60,2,0.25,0.2,28278.6796,0.282787,-8965.720000000001,0.7097,0.124,452,0.811947,2.647428,2.758384,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol17p5_rt18_dp10_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,17.5,18.0,10,60,2,0.25,0.2,28278.6796,0.282787,-8965.720000000001,0.7097,0.124,452,0.811947,2.647428,2.758384,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol17p5_rt16_dp10_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,17.5,16.0,10,90,2,0.25,0.2,28125.2086,0.281252,-8965.720000000001,0.7097,0.116,450,0.811111,2.633494,2.74413,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol17p5_rt18_dp10_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,17.5,18.0,10,90,2,0.25,0.2,28125.2086,0.281252,-8965.720000000001,0.7097,0.116,450,0.811111,2.633494,2.74413,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol20_rt16_dp10_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,20.0,16.0,10,60,2,0.25,0.2,24646.5394,0.246465,-10966.15,0.7548,0.08,433,0.810624,2.327912,2.397323,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol20_rt18_dp10_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,20.0,18.0,10,60,2,0.25,0.2,24646.5394,0.246465,-10966.15,0.7548,0.08,433,0.810624,2.327912,2.397323,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol20_rt20_dp10_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,20.0,20.0,10,60,2,0.25,0.2,24646.5394,0.246465,-10966.15,0.7548,0.08,433,0.810624,2.327912,2.397323,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol20_rt16_dp10_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,20.0,16.0,10,90,2,0.25,0.2,24555.8995,0.245559,-10966.15,0.7548,0.076,432,0.810185,2.318772,2.392184,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol20_rt18_dp10_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,20.0,18.0,10,90,2,0.25,0.2,24555.8995,0.245559,-10966.15,0.7548,0.076,432,0.810185,2.318772,2.392184,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol20_rt20_dp10_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,20.0,20.0,10,90,2,0.25,0.2,24555.8995,0.245559,-10966.15,0.7548,0.076,432,0.810185,2.318772,2.392184,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol20_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,20.0,16.0,8,60,2,0.25,0.2,23046.376,0.230464,-11009.9,0.7548,0.108,439,0.813212,2.148312,2.2443,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol20_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,20.0,18.0,8,60,2,0.25,0.2,23046.376,0.230464,-11009.9,0.7548,0.108,439,0.813212,2.148312,2.2443,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol20_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,60.0,120.0,20.0,20.0,8,60,2,0.25,0.2,23046.376,0.230464,-11009.9,0.7548,0.108,439,0.813212,2.148312,2.2443,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol20_rt16_dp8_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,20.0,16.0,8,90,2,0.25,0.2,22898.9159,0.228989,-11009.9,0.7548,0.1,437,0.814645,2.140898,2.236338,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol20_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,20.0,18.0,8,90,2,0.25,0.2,22898.9159,0.228989,-11009.9,0.7548,0.1,437,0.814645,2.140898,2.236338,839.7921,-3159.1942,4777.8
structural_w60_cb120_tol20_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,60.0,120.0,20.0,20.0,8,90,2,0.25,0.2,22898.9159,0.228989,-11009.9,0.7548,0.1,437,0.814645,2.140898,2.236338,839.7921,-3159.1942,4777.8
structural_w50_cb100_tol12p5_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,12.5,16.0,8,60,2,0.25,0.2,-2158.4464,-0.021584,-15242.88,0.5972,0.4,547,0.751371,0.94657,0.942929,749.4354,-2690.0894,3985.8
structural_w50_cb100_tol12p5_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,12.5,18.0,8,60,2,0.25,0.2,-3370.497,-0.033705,-15903.93,0.5972,0.364,534,0.743446,0.916747,0.910866,749.4354,-2690.0894,3985.8
structural_w50_cb100_tol12p5_rt16_dp8_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,12.5,16.0,8,90,2,0.25,0.2,-6408.2705,-0.064083,-16637.370000000003,0.5972,0.352,535,0.757009,0.855492,0.844694,749.4354,-2690.0894,3985.8
structural_w50_cb100_tol12p5_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,12.5,18.0,8,90,2,0.25,0.2,-7604.9649,-0.07605,-17101.0,0.5972,0.312,521,0.744722,0.82913,0.815662,749.4354,-2690.0894,3985.8
structural_w50_cb100_tol12p5_rt16_dp10_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,12.5,16.0,10,60,2,0.25,0.2,-8908.7905,-0.089088,-19829.41,0.5972,0.308,520,0.740385,0.805341,0.793151,749.4354,-2696.567,3985.8
structural_w50_cb100_tol12p5_rt16_dp10_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,12.5,16.0,10,90,2,0.25,0.2,-10628.5362,-0.106285,-21013.93,0.5972,0.272,510,0.739216,0.774708,0.760726,749.4354,-2696.567,3985.8
structural_w50_cb100_tol12p5_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,12.5,20.0,8,60,2,0.25,0.2,-10876.524,-0.108765,-20338.55,0.5972,0.288,514,0.733463,0.768565,0.752339,749.4354,-2690.0894,3985.8
structural_w50_cb100_tol12p5_rt18_dp10_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,12.5,18.0,10,60,2,0.25,0.2,-11507.5214,-0.115075,-22041.6,0.5972,0.268,506,0.729249,0.75575,0.740958,749.4354,-2696.567,3985.8
structural_w50_cb100_tol15_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,15.0,16.0,8,60,2,0.25,0.2,-11623.6403,-0.116236,-21664.33,0.656,0.284,511,0.735812,0.753316,0.736052,749.4354,-2755.358,3985.8
structural_w50_cb100_tol12p5_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,12.5,20.0,8,90,2,0.25,0.2,-12309.748,-0.123097,-21375.67,0.5972,0.264,507,0.7357,0.745741,0.72813,749.4354,-2690.0894,3985.8
structural_w50_cb100_tol15_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,15.0,18.0,8,60,2,0.25,0.2,-12445.3998,-0.124454,-22109.690000000002,0.656,0.26,501,0.728543,0.736276,0.717505,749.4354,-2755.358,3985.8
structural_w50_cb100_tol12p5_rt18_dp10_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,12.5,18.0,10,90,2,0.25,0.2,-13130.3775,-0.131304,-23066.47,0.5972,0.236,497,0.72837,0.729398,0.713149,749.4354,-2696.567,3985.8
structural_w50_cb100_tol15_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,15.0,20.0,8,60,2,0.25,0.2,-14264.1405,-0.142641,-22433.43,0.656,0.224,493,0.718053,0.706455,0.685977,749.4354,-2755.358,3985.8
structural_w50_cb100_tol15_rt16_dp8_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,15.0,16.0,8,90,2,0.25,0.2,-14433.1341,-0.144331,-22787.129999999997,0.656,0.24,500,0.74,0.709785,0.690002,749.4354,-2755.358,3985.8
structural_w50_cb100_tol15_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,15.0,18.0,8,90,2,0.25,0.2,-15190.0169,-0.1519,-23143.03,0.656,0.22,491,0.731161,0.694815,0.673951,749.4354,-2755.358,3985.8
structural_w50_cb100_tol17p5_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,17.5,16.0,8,60,2,0.25,0.2,-15497.3303,-0.154973,-24904.89,0.7097,0.16,473,0.716702,0.681521,0.659496,750.6153,-2755.358,3985.8
structural_w50_cb100_tol15_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,15.0,20.0,8,90,2,0.25,0.2,-15615.6913,-0.156157,-23394.300000000003,0.656,0.204,487,0.720739,0.687112,0.666224,749.4354,-2755.358,3985.8
structural_w50_cb100_tol17p5_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,17.5,18.0,8,60,2,0.25,0.2,-15668.7596,-0.156688,-24880.93,0.7097,0.156,471,0.713376,0.678408,0.65573,750.6153,-2755.358,3985.8
structural_w50_cb100_tol17p5_rt16_dp8_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,17.5,16.0,8,90,2,0.25,0.2,-15689.5042,-0.156895,-25017.64,0.7097,0.148,469,0.71855,0.677385,0.655794,750.6153,-2755.358,3985.8
structural_w50_cb100_tol17p5_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,17.5,18.0,8,90,2,0.25,0.2,-15781.5072,-0.157815,-24993.68,0.7097,0.148,469,0.714286,0.675919,0.653775,750.6153,-2755.358,3985.8
structural_w50_cb100_tol12p5_rt20_dp10_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,12.5,20.0,10,60,2,0.25,0.2,-15899.6907,-0.158997,-25809.550000000003,0.5972,0.22,493,0.728195,0.687938,0.669811,749.4354,-2696.567,3985.8
structural_w50_cb100_tol17p5_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,17.5,20.0,8,60,2,0.25,0.2,-16017.2361,-0.160172,-25045.03,0.7097,0.148,468,0.711538,0.671173,0.648255,750.6153,-2755.358,3985.8
structural_w50_cb100_tol17p5_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,17.5,20.0,8,90,2,0.25,0.2,-16129.9837,-0.1613,-25157.77,0.7097,0.14,466,0.712446,0.66868,0.646313,750.6153,-2755.358,3985.8
structural_w50_cb100_tol12p5_rt20_dp10_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,12.5,20.0,10,90,2,0.25,0.2,-17335.8991,-0.173359,-26831.59,0.5972,0.2,487,0.731006,0.667876,0.64981,749.4354,-2696.567,3985.8
structural_w50_cb100_tol15_rt16_dp10_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,15.0,16.0,10,60,2,0.25,0.2,-17608.0793,-0.176081,-25921.480000000003,0.656,0.236,494,0.726721,0.663218,0.641981,749.4354,-2778.446,3985.8
structural_w50_cb100_tol15_rt18_dp10_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,15.0,18.0,10,60,2,0.25,0.2,-18114.2671,-0.181143,-26126.29,0.656,0.216,487,0.722793,0.653546,0.631689,749.4354,-2778.446,3985.8
structural_w50_cb100_tol15_rt16_dp10_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,15.0,16.0,10,90,2,0.25,0.2,-19166.5339,-0.191665,-26903.809999999998,0.656,0.204,485,0.725773,0.642113,0.620859,749.4354,-2778.446,3985.8
structural_w50_cb100_tol15_rt18_dp10_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,15.0,18.0,10,90,2,0.25,0.2,-19580.7486,-0.195807,-27108.620000000003,0.656,0.188,479,0.722338,0.63439,0.612665,749.4354,-2778.446,3985.8
structural_w50_cb100_tol15_rt20_dp10_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,15.0,20.0,10,60,2,0.25,0.2,-21352.8216,-0.213528,-28621.789999999997,0.656,0.176,474,0.7173,0.6109,0.587589,749.4354,-2778.446,3985.8
structural_w50_cb100_tol15_rt20_dp10_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,15.0,20.0,10,90,2,0.25,0.2,-22774.8153,-0.227748,-29692.1,0.656,0.156,468,0.717949,0.593593,0.571309,749.4354,-2778.446,3985.8
structural_w50_cb100_tol17p5_rt16_dp10_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,17.5,16.0,10,60,2,0.25,0.2,-25113.8047,-0.251138,-30875.0,0.7097,0.108,455,0.70989,0.562452,0.539158,750.6153,-2778.446,3985.8
structural_w50_cb100_tol17p5_rt18_dp10_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,17.5,18.0,10,60,2,0.25,0.2,-25113.8047,-0.251138,-30875.0,0.7097,0.108,455,0.70989,0.562452,0.539158,750.6153,-2778.446,3985.8
structural_w50_cb100_tol17p5_rt20_dp10_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,17.5,20.0,10,60,2,0.25,0.2,-25175.6097,-0.251756,-30936.81,0.7097,0.104,454,0.711454,0.561312,0.538024,750.6153,-2778.446,3985.8
structural_w50_cb100_tol17p5_rt16_dp10_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,17.5,16.0,10,90,2,0.25,0.2,-26402.554,-0.264026,-31873.96,0.7097,0.1,453,0.713024,0.549562,0.526177,750.6153,-2778.446,3985.8
structural_w50_cb100_tol17p5_rt18_dp10_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,17.5,18.0,10,90,2,0.25,0.2,-26402.554,-0.264026,-31873.96,0.7097,0.1,453,0.713024,0.549562,0.526177,750.6153,-2778.446,3985.8
structural_w50_cb100_tol17p5_rt20_dp10_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,17.5,20.0,10,90,2,0.25,0.2,-26402.554,-0.264026,-31873.96,0.7097,0.1,453,0.713024,0.549562,0.526177,750.6153,-2778.446,3985.8
structural_w50_cb100_tol20_rt16_dp10_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,20.0,16.0,10,60,2,0.25,0.2,-29018.7769,-0.290188,-33869.28,0.7548,0.068,437,0.71167,0.513713,0.488432,750.6153,-2778.446,3985.8
structural_w50_cb100_tol20_rt18_dp10_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,20.0,18.0,10,60,2,0.25,0.2,-29018.7769,-0.290188,-33869.28,0.7548,0.068,437,0.71167,0.513713,0.488432,750.6153,-2778.446,3985.8
structural_w50_cb100_tol20_rt20_dp10_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,20.0,20.0,10,60,2,0.25,0.2,-29018.7769,-0.290188,-33869.28,0.7548,0.068,437,0.71167,0.513713,0.488432,750.6153,-2778.446,3985.8
structural_w50_cb100_tol20_rt16_dp10_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,20.0,16.0,10,90,2,0.25,0.2,-30256.947,-0.302569,-34739.78,0.7548,0.064,436,0.713303,0.503421,0.477998,750.6153,-2778.446,3985.8
structural_w50_cb100_tol20_rt18_dp10_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,20.0,18.0,10,90,2,0.25,0.2,-30256.947,-0.302569,-34739.78,0.7548,0.064,436,0.713303,0.503421,0.477998,750.6153,-2778.446,3985.8
structural_w50_cb100_tol20_rt20_dp10_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,20.0,20.0,10,90,2,0.25,0.2,-30256.947,-0.302569,-34739.78,0.7548,0.064,436,0.713303,0.503421,0.477998,750.6153,-2778.446,3985.8
structural_w50_cb100_tol20_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,20.0,16.0,8,60,2,0.25,0.2,-30468.4295,-0.304684,-34810.29,0.7548,0.092,441,0.707483,0.500478,0.474074,750.6153,-2755.358,3985.8
structural_w50_cb100_tol20_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,20.0,18.0,8,60,2,0.25,0.2,-30468.4295,-0.304684,-34810.29,0.7548,0.092,441,0.707483,0.500478,0.474074,750.6153,-2755.358,3985.8
structural_w50_cb100_tol20_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,50.0,100.0,20.0,20.0,8,60,2,0.25,0.2,-30468.4295,-0.304684,-34810.29,0.7548,0.092,441,0.707483,0.500478,0.474074,750.6153,-2755.358,3985.8
structural_w50_cb100_tol20_rt16_dp8_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,20.0,16.0,8,90,2,0.25,0.2,-30581.6826,-0.305817,-34923.54,0.7548,0.084,439,0.708428,0.498406,0.472397,750.6153,-2755.358,3985.8
structural_w50_cb100_tol20_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,20.0,18.0,8,90,2,0.25,0.2,-30581.6826,-0.305817,-34923.54,0.7548,0.084,439,0.708428,0.498406,0.472397,750.6153,-2755.358,3985.8
structural_w50_cb100_tol20_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,50.0,100.0,20.0,20.0,8,90,2,0.25,0.2,-30581.6826,-0.305817,-34923.54,0.7548,0.084,439,0.708428,0.498406,0.472397,750.6153,-2755.358,3985.8
structural_w40_cb80_tol12p5_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,12.5,16.0,8,60,2,0.25,0.2,-54123.8069,-0.541238,-54719.119999999995,0.5972,0.296,514,0.63035,0.305306,0.274667,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol12p5_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,12.5,18.0,8,60,2,0.25,0.2,-55989.7577,-0.559898,-56585.06999999999,0.5972,0.264,502,0.61753,0.292105,0.261634,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol12p5_rt16_dp8_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,12.5,16.0,8,90,2,0.25,0.2,-57122.6708,-0.571227,-57717.98,0.5972,0.264,507,0.633136,0.29318,0.262522,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol12p5_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,12.5,18.0,8,90,2,0.25,0.2,-59875.0868,-0.598751,-60470.399999999994,0.5972,0.228,495,0.626263,0.278427,0.2483,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol12p5_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,12.5,20.0,8,60,2,0.25,0.2,-62454.9448,-0.624549,-63050.26,0.5972,0.2,484,0.61157,0.266232,0.236519,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol12p5_rt16_dp10_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,12.5,16.0,10,60,2,0.25,0.2,-63854.8996,-0.638549,-64450.21000000001,0.5972,0.22,489,0.629857,0.265727,0.238442,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol12p5_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,12.5,20.0,8,90,2,0.25,0.2,-64370.5211,-0.643705,-64965.83,0.5972,0.188,482,0.618257,0.260177,0.231462,607.6111,-3177.1349,3193.8
