timestamp,symbol,action,state,price,center_price,layer_id,detail,kind,lower_strike,body_strike,upper_strike,width,lower_width,upper_width,wing_mode,dte,entry_cost,entry_debit,friction_cost,entry_friction_cost,modeled_max_loss,contracts_per_layer,option_multiplier,primary_return_pct,close_value,gross_close_value,realized_pnl,gross_realized_pnl,close_friction_cost,stress_profile,drift_distance,drift_count
2025-08-26T14:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6441.09,6445.0,968.0,Opened the primary butterfly corridor layer.,PRIMARY,6385.0,6445.0,6545.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-08-26T14:50:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,6441.68,6445.0,968.0,Primary take-profit reached.,PRIMARY,6385.0,6445.0,6545.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2444,15.0401,17.7802,2.9541,5.7802,0.086,conservative,,
2025-08-26T14:55:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6440.87,6445.0,969.0,Opened the primary butterfly corridor layer.,PRIMARY,6385.0,6445.0,6545.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-08-26T15:00:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,6441.19,6445.0,969.0,Primary take-profit reached.,PRIMARY,6385.0,6445.0,6545.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2422,15.0127,17.748,2.9267,5.748,0.086,conservative,,
2025-08-26T15:05:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6439.43,6445.0,970.0,Opened the primary butterfly corridor layer.,PRIMARY,6385.0,6445.0,6545.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-08-26T15:10:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,6440.91,6445.0,970.0,Primary take-profit reached.,PRIMARY,6385.0,6445.0,6545.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2409,14.9971,17.7296,2.9111,5.7296,0.086,conservative,,
2025-08-26T15:15:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6439.87,6445.0,971.0,Opened the primary butterfly corridor layer.,PRIMARY,6385.0,6445.0,6545.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-08-26T15:20:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,6441.97,6445.0,971.0,Primary take-profit reached.,PRIMARY,6385.0,6445.0,6545.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2458,15.0563,17.7992,2.9703,5.7992,0.086,conservative,,
2025-08-26T15:25:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6437.94,6445.0,972.0,Opened the primary butterfly corridor layer.,PRIMARY,6385.0,6445.0,6545.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-08-26T15:30:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,6436.81,6445.0,972.0,Primary take-profit reached.,PRIMARY,6385.0,6445.0,6545.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2219,14.7681,17.4603,2.6821,5.4603,0.086,conservative,,
2025-08-26T15:35:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6440.48,6445.0,973.0,Opened the primary butterfly corridor layer.,PRIMARY,6385.0,6445.0,6545.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-08-26T15:40:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,6440.59,6445.0,973.0,Primary take-profit reached.,PRIMARY,6385.0,6445.0,6545.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2394,14.9792,17.7086,2.8932,5.7086,0.086,conservative,,
2025-08-26T15:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6438.69,6440.0,974.0,Opened the primary butterfly corridor layer.,PRIMARY,6380.0,6440.0,6540.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-08-26T15:50:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,6441.32,6440.0,974.0,Primary take-profit reached.,PRIMARY,6380.0,6440.0,6540.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2561,15.1812,17.9463,3.0952,5.9463,0.086,conservative,,
2025-08-26T15:55:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6441.29,6440.0,975.0,Opened the primary butterfly corridor layer.,PRIMARY,6380.0,6440.0,6540.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
