report_timestamp,report_date,symbol,configured_wing_mode,execution_mode,startup_mode,history_seeded,history_seed_status,model_ready,warmup_mode,execution_halted_reason,latest_timestamp,latest_price,latest_regime,latest_center,latest_actual_tolerance,latest_state,history_bars,warmup_remaining_bars,candidate_count,candidate_status,candidate_error,candidate_diagnostics,wing_stats,adaptive_fallback_rate,fallback_type_distribution,open_positions_count,open_position_bodies,transitions_today_total,actions_today_total,orders_today_total,actions_today_by_type,orders_today_by_status,orders_today_by_side,top_order_reasons_today,open_orders_submitted_today,close_orders_submitted_today,filled_orders_today,filled_open_orders_today,filled_close_orders_today,skipped_orders_today,execution_failure_orders_today,blocked_or_skipped_orders_today,avg_open_fill_edge_vs_quote,avg_open_fill_edge_vs_limit,avg_open_limit_vs_quote,avg_close_fill_edge_vs_quote,avg_close_fill_edge_vs_limit,avg_close_limit_vs_quote,avg_filled_spread_ratio,worst_open_fill_edge_vs_quote,worst_close_fill_edge_vs_quote,best_open_fill_edge_vs_quote,best_close_fill_edge_vs_quote
2026-04-09T19:58:21.508428+00:00,2026-04-09,SPX,broken_upper,paper,history_seeded,True,History seed successful. Loaded 388 completed bars from IB historical data.,True,False,,2026-04-09T19:50:00+00:00,6829.77,RANGE,6825.0,15.0,IDLE,300,0,5,Loaded 5 candidate butterflies for the current center.,,"{'target_body': 6825.0, 'available_quotes': 91, 'expiries_considered': 5, 'call_bodies_considered': 25, 'attempted_structures': 25, 'rejection_counts': {'missing_legs': 3, 'non_positive_debit': 0, 'spread_too_wide': 2}, 'sample_rejections': [{'expiry': '20260414', 'body_strike': 6815.0, 'wing_mode': 'broken_upper', 'reason': 'spread_too_wide', 'net_debit': 32.05, 'total_spread': 14.7, 'spread_ratio': 0.4587, 'lower_strike': 6715.0, 'upper_strike': 6935.0}, {'expiry': '20260415', 'body_strike': 6815.0, 'wing_mode': 'broken_upper', 'reason': 'spread_too_wide', 'net_debit': 27.75, 'total_spread': 13.5, 'spread_ratio': 0.4865, 'lower_strike': 6715.0, 'upper_strike': 6935.0}, {'expiry': '20260416', 'body_strike': 6815.0, 'wing_mode': 'broken_upper', 'reason': 'missing_legs'}, {'expiry': '20260416', 'body_strike': 6825.0, 'wing_mode': 'broken_upper', 'reason': 'missing_legs'}, {'expiry': '20260416', 'body_strike': 6835.0, 'wing_mode': 'broken_upper', 'reason': 'missing_legs'}]}","{'symmetric': 0, 'broken_upper': 5, 'broken_lower': 0, 'guard_fails': 0}",1.0,"{'counts': {'broken_upper': 5, 'broken_lower': 0}, 'rates': {'broken_upper': 1.0, 'broken_lower': 0.0}, 'guard_fails': 0, 'total_selected': 5}",0,,35,36,12,"{'DRIFT_RESOLVED': 3, 'DRIFT_STARTED': 7, 'ENTER_PRIMARY': 11, 'REBUILD_REQUESTED': 4, 'REBUILT': 8, 'SESSION_FLUSH': 3}","{'Cancelled': 6, 'Filled': 2, 'blocked': 1, 'skipped': 3}","{'CLOSE': 3, 'OPEN': 9}","{'No candidate butterfly matched the corridor center.': 3, '42': 1, '174': 1, '185': 1, '227': 1}",1,1,2,1,1,3,7,4,,,,,,,,,,,
