timestamp,symbol,action,state,price,center_price,layer_id,detail,kind,lower_strike,body_strike,upper_strike,width,dte,entry_cost,entry_debit,friction_cost,entry_friction_cost,contracts_per_layer,option_multiplier,drift_distance,drift_count,close_value,gross_close_value,realized_pnl,gross_realized_pnl,close_friction_cost,stress_profile
2025-06-12T14:45:00+00:00,SPX,REBUILT,REBUILD,6039.81,6025.0,199.0,Removed prior layers for rebuild.,SUPPLEMENTAL,5995.0,6025.0,6055.0,30.0,7.0,6.656,6.6,,0.056,1.0,100.0,,,9.7935,9.8495,3.1375,3.2495,0.056,none
2025-06-12T14:45:00+00:00,SPX,REBUILT,ACTIVE_CENTERED,6039.81,6020.0,200.0,Established a fresh primary butterfly corridor layer.,PRIMARY,5990.0,6020.0,6050.0,30.0,7.0,6.656,6.6,0.056,0.056,1.0,100.0,,,,,,,,
2025-06-12T14:50:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6038.03,6020.0,,Corridor drift started.,,,,,,,,,,,,,18.03,,,,,,,
2025-06-12T15:20:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6028.89,6025.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,
2025-06-12T15:25:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6032.68,6030.0,201.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6000.0,6030.0,6060.0,30.0,7.0,6.656,6.6,0.056,0.056,1.0,100.0,,,,,,,,
2025-06-12T15:30:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6031.59,6030.0,202.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6000.0,6030.0,6060.0,30.0,7.0,6.656,6.6,0.056,0.056,1.0,100.0,,,,,,,,
2025-06-12T16:35:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6041.61,6030.0,,Corridor drift started.,,,,,,,,,,,,,11.61,,,,,,,
2025-06-12T16:40:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6040.18,6035.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,
2025-06-12T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6040.36,6020.0,200.0,Session window closed.,PRIMARY,5990.0,6020.0,6050.0,30.0,7.0,6.656,6.6,,0.056,1.0,100.0,,,9.4022,9.4582,2.7462,2.8582,0.056,none
2025-06-12T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6040.36,6030.0,201.0,Session window closed.,SUPPLEMENTAL,6000.0,6030.0,6060.0,30.0,7.0,6.656,6.6,,0.056,1.0,100.0,,,10.4962,10.5522,3.8402,3.9522,0.056,none
2025-06-12T19:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6040.36,6030.0,202.0,Session window closed.,SUPPLEMENTAL,6000.0,6030.0,6060.0,30.0,7.0,6.656,6.6,,0.056,1.0,100.0,,,10.4908,10.5468,3.8348,3.9468,0.056,none
