timestamp_utc,timestamp_local,symbol,signal,regime,price,reason,extras_json
2026-03-25T18:44:00+00:00,2026-03-25 14:44:00 EDT,QQQ,RANGE_BUTTERFLY_ZONE,RANGE,588.31,Price is near estimated range center; suitable for neutral structures like butterfly/iron fly review.,"{""range_center"": 589.0024, ""range_width_pct"": 0.0033}"
2026-03-25T18:52:00+00:00,2026-03-25 14:52:00 EDT,SPY,RANGE_BUTTERFLY_ZONE,RANGE,657.21,Price is near estimated range center; suitable for neutral structures like butterfly/iron fly review.,"{""range_center"": 657.885, ""range_width_pct"": 0.0028}"
2026-03-25T19:24:00+00:00,2026-03-25 15:24:00 EDT,SPY,RANGE_BUTTERFLY_ZONE,RANGE,656.98,Price is near estimated range center; suitable for neutral structures like butterfly/iron fly review.,"{""range_center"": 657.2384, ""range_width_pct"": 0.0035}"
2026-03-25T19:50:00+00:00,2026-03-25 15:50:00 EDT,SPY,RANGE_BUTTERFLY_ZONE,RANGE,656.81,Price is near estimated range center; suitable for neutral structures like butterfly/iron fly review.,"{""range_center"": 656.7732, ""range_width_pct"": 0.0027}"
2026-03-25T19:53:00+00:00,2026-03-25 15:53:00 EDT,QQQ,RANGE_BUTTERFLY_ZONE,RANGE,587.73,Price is near estimated range center; suitable for neutral structures like butterfly/iron fly review.,"{""range_center"": 587.6097, ""range_width_pct"": 0.0033}"
2026-03-26T14:44:00+00:00,2026-03-26 10:44:00 EDT,SPY,TREND_SHORT,TREND_DOWN,652.66,Trend-down pullback to fast EMA with negative momentum/volume confirmation.,"{""ema_fast"": 653.6191, ""stop_price"": 655.3739, ""target_price"": 648.5892, ""volume_ratio"": 1.369}"
2026-03-26T14:55:00+00:00,2026-03-26 10:55:00 EDT,SPY,EXIT_SHORT,NO_TRADE,651.62,Short exited because regime is no longer TREND_DOWN.,{}
2026-03-26T16:17:00+00:00,2026-03-26 12:17:00 EDT,QQQ,TREND_SHORT,TREND_DOWN,579.71,Trend-down pullback to fast EMA with negative momentum/volume confirmation.,"{""ema_fast"": 580.5775, ""stop_price"": 581.755, ""target_price"": 576.6425, ""volume_ratio"": 1.827}"
2026-03-26T16:17:00+00:00,2026-03-26 12:17:00 EDT,SPY,TREND_SHORT,TREND_DOWN,650.23,Trend-down pullback to fast EMA with negative momentum/volume confirmation.,"{""ema_fast"": 651.1013, ""stop_price"": 652.2114, ""target_price"": 647.258, ""volume_ratio"": 1.653}"
2026-03-26T16:18:00+00:00,2026-03-26 12:18:00 EDT,QQQ,EXIT_SHORT,NO_TRADE,580.36,Short exited because regime is no longer TREND_DOWN.,{}
2026-03-26T16:18:00+00:00,2026-03-26 12:18:00 EDT,SPY,EXIT_SHORT,NO_TRADE,650.8,Short exited because regime is no longer TREND_DOWN.,{}
