timestamp,symbol,action,state,price,center_price,layer_id,detail,kind,lower_strike,body_strike,upper_strike,width,dte,entry_cost,friction_cost,close_value,realized_pnl,drift_distance,drift_count
2025-04-02T15:00:00+00:00,SPY,DRIFT_RESOLVED,ACTIVE_CENTERED,561.95,560.0,,Drift resolved without rebuilding.,,,,,,,,,,,,
2025-04-02T15:20:00+00:00,SPY,DRIFT_STARTED,DRIFTING,562.76,560.0,,Corridor drift started.,,,,,,,,,,,2.76,
2025-04-02T15:30:00+00:00,SPY,ABORTED,DRIFTING,563.6,559.0,4.0,Regime turned TREND_UP.,PRIMARY,554.0,559.0,564.0,5.0,5.0,1.156,,1.4103,0.2543,,
2025-04-02T15:30:00+00:00,SPY,ABORTED,DRIFTING,563.6,560.0,5.0,Regime turned TREND_UP.,SUPPLEMENTAL,555.0,560.0,565.0,5.0,5.0,1.156,,1.514,0.358,,
2025-04-02T18:40:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,563.35,564.0,6.0,Opened the primary butterfly corridor layer.,PRIMARY,559.0,564.0,569.0,5.0,5.0,1.156,0.056,,,,
2025-04-02T18:55:00+00:00,SPY,DRIFT_STARTED,DRIFTING,561.11,564.0,,Corridor drift started.,,,,,,,,,,,2.89,
2025-04-02T19:00:00+00:00,SPY,DRIFT_RESOLVED,ACTIVE_CENTERED,562.78,564.0,,Drift resolved without rebuilding.,,,,,,,,,,,,
2025-04-02T19:10:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,562.09,563.0,7.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,558.0,563.0,568.0,5.0,5.0,1.156,0.056,,,,
2025-04-02T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,564.08,564.0,6.0,Session window closed.,PRIMARY,559.0,564.0,569.0,5.0,5.0,1.156,,1.8828,0.7268,,
2025-04-02T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,564.08,563.0,7.0,Session window closed.,SUPPLEMENTAL,558.0,563.0,568.0,5.0,5.0,1.156,,1.769,0.613,,
2025-04-03T19:05:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,541.43,543.0,8.0,Opened the primary butterfly corridor layer.,PRIMARY,538.0,543.0,548.0,5.0,5.0,1.156,0.056,,,,
2025-04-03T19:10:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,540.9,542.0,9.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,537.0,542.0,547.0,5.0,5.0,1.156,0.056,,,,
2025-04-03T19:20:00+00:00,SPY,DRIFT_STARTED,DRIFTING,539.43,542.0,,Corridor drift started.,,,,,,,,,,,2.57,
2025-04-03T19:35:00+00:00,SPY,SESSION_FLUSH,DRIFTING,538.64,543.0,8.0,Session window closed.,PRIMARY,538.0,543.0,548.0,5.0,5.0,1.156,,1.4279,0.2719,,
2025-04-03T19:35:00+00:00,SPY,SESSION_FLUSH,DRIFTING,538.64,542.0,9.0,Session window closed.,SUPPLEMENTAL,537.0,542.0,547.0,5.0,5.0,1.156,,1.5314,0.3754,,
2025-04-15T15:15:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,541.47,541.0,10.0,Opened the primary butterfly corridor layer.,PRIMARY,536.0,541.0,546.0,5.0,5.0,1.156,0.056,,,,
2025-04-15T17:20:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,538.07,539.0,11.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,534.0,539.0,544.0,5.0,5.0,1.156,0.056,,,,
2025-04-15T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,537.95,541.0,10.0,Session window closed.,PRIMARY,536.0,541.0,546.0,5.0,5.0,1.156,,1.6087,0.4527,,
2025-04-15T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,537.95,539.0,11.0,Session window closed.,SUPPLEMENTAL,534.0,539.0,544.0,5.0,5.0,1.156,,1.8026,0.6466,,
2025-04-16T17:25:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,531.53,532.0,12.0,Opened the primary butterfly corridor layer.,PRIMARY,527.0,532.0,537.0,5.0,5.0,1.156,0.056,,,,
2025-04-16T17:30:00+00:00,SPY,DRIFT_STARTED,DRIFTING,528.46,532.0,,Corridor drift started.,,,,,,,,,,,3.54,
2025-04-16T17:35:00+00:00,SPY,REBUILD_REQUESTED,REBUILD,528.26,532.0,,Requested corridor rebuild after sustained drift.,,,,,,,,,,,3.74,2.0
2025-04-16T17:40:00+00:00,SPY,REBUILT,REBUILD,527.26,532.0,12.0,Removed prior layers for rebuild.,PRIMARY,527.0,532.0,537.0,5.0,5.0,1.156,,1.3864,0.2304,,
2025-04-16T17:40:00+00:00,SPY,REBUILT,ACTIVE_CENTERED,527.26,531.0,13.0,Established a fresh primary butterfly corridor layer.,PRIMARY,526.0,531.0,536.0,5.0,5.0,1.156,0.056,,,,
2025-04-16T17:45:00+00:00,SPY,ABORTED,ACTIVE_CENTERED,526.07,531.0,13.0,Regime turned TREND_DOWN.,PRIMARY,526.0,531.0,536.0,5.0,5.0,1.156,,1.3656,0.2096,,
2025-04-17T18:40:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,530.32,529.0,14.0,Opened the primary butterfly corridor layer.,PRIMARY,524.0,529.0,534.0,5.0,5.0,1.156,0.056,,,,
2025-04-17T19:10:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,527.32,528.0,15.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,523.0,528.0,533.0,5.0,5.0,1.156,0.056,,,,
2025-04-17T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,527.91,529.0,14.0,Session window closed.,PRIMARY,524.0,529.0,534.0,5.0,5.0,1.156,,1.7762,0.6202,,
2025-04-17T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,527.91,528.0,15.0,Session window closed.,SUPPLEMENTAL,523.0,528.0,533.0,5.0,5.0,1.156,,1.8722,0.7162,,
2025-04-21T19:10:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,510.04,510.0,16.0,Opened the primary butterfly corridor layer.,PRIMARY,505.0,510.0,515.0,5.0,5.0,1.156,0.056,,,,
2025-04-21T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,511.75,510.0,16.0,Session window closed.,PRIMARY,505.0,510.0,515.0,5.0,5.0,1.156,,1.6992,0.5432,,
2025-04-23T19:20:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,534.35,537.0,17.0,Opened the primary butterfly corridor layer.,PRIMARY,532.0,537.0,542.0,5.0,5.0,1.156,0.056,,,,
2025-04-23T19:25:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,534.63,536.0,18.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,531.0,536.0,541.0,5.0,5.0,1.156,0.056,,,,
2025-04-23T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,534.33,537.0,17.0,Session window closed.,PRIMARY,532.0,537.0,542.0,5.0,5.0,1.156,,1.6012,0.4452,,
2025-04-23T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,534.33,536.0,18.0,Session window closed.,SUPPLEMENTAL,531.0,536.0,541.0,5.0,5.0,1.156,,1.7038,0.5478,,
2025-04-24T13:45:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,538.26,536.0,19.0,Opened the primary butterfly corridor layer.,PRIMARY,531.0,536.0,541.0,5.0,5.0,1.156,0.056,,,,
2025-04-24T13:50:00+00:00,SPY,DRIFT_STARTED,DRIFTING,538.76,536.0,,Corridor drift started.,,,,,,,,,,,2.76,
2025-04-24T14:10:00+00:00,SPY,ABORTED,DRIFTING,539.97,536.0,19.0,Regime turned TREND_UP.,PRIMARY,531.0,536.0,541.0,5.0,5.0,1.156,,1.4679,0.3119,,
2025-04-24T18:00:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,545.63,544.0,20.0,Opened the primary butterfly corridor layer.,PRIMARY,539.0,544.0,549.0,5.0,5.0,1.156,0.056,,,,
2025-04-24T18:05:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,545.7,545.0,21.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,540.0,545.0,550.0,5.0,5.0,1.156,0.056,,,,
2025-04-24T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,546.03,544.0,20.0,Session window closed.,PRIMARY,539.0,544.0,549.0,5.0,5.0,1.156,,1.6865,0.5305,,
2025-04-24T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,546.03,545.0,21.0,Session window closed.,SUPPLEMENTAL,540.0,545.0,550.0,5.0,5.0,1.156,,1.7923,0.6363,,
2025-04-25T13:45:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,545.56,546.0,22.0,Opened the primary butterfly corridor layer.,PRIMARY,541.0,546.0,551.0,5.0,5.0,1.156,0.056,,,,
2025-04-25T14:10:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,547.56,547.0,23.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,542.0,547.0,552.0,5.0,5.0,1.156,0.056,,,,
2025-04-25T16:30:00+00:00,SPY,DRIFT_STARTED,DRIFTING,548.55,546.0,,Corridor drift started.,,,,,,,,,,,2.55,
2025-04-25T16:45:00+00:00,SPY,DRIFT_RESOLVED,ACTIVE_CENTERED,548.54,547.0,,Drift resolved without rebuilding.,,,,,,,,,,,,
2025-04-25T17:05:00+00:00,SPY,DRIFT_STARTED,DRIFTING,549.63,547.0,,Corridor drift started.,,,,,,,,,,,2.63,
2025-04-25T17:20:00+00:00,SPY,REBUILD_REQUESTED,REBUILD,550.52,547.0,,Requested corridor rebuild after sustained drift.,,,,,,,,,,,3.52,4.0
2025-04-25T17:25:00+00:00,SPY,ABORTED,REBUILD,550.97,546.0,22.0,Regime turned TREND_UP.,PRIMARY,541.0,546.0,551.0,5.0,5.0,1.156,,1.3848,0.2288,,
2025-04-25T17:25:00+00:00,SPY,ABORTED,REBUILD,550.97,547.0,23.0,Regime turned TREND_UP.,SUPPLEMENTAL,542.0,547.0,552.0,5.0,5.0,1.156,,1.4936,0.3376,,
2025-04-25T18:30:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,549.94,549.0,24.0,Opened the primary butterfly corridor layer.,PRIMARY,544.0,549.0,554.0,5.0,5.0,1.156,0.056,,,,
2025-04-25T18:40:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,550.57,550.0,25.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,545.0,550.0,555.0,5.0,5.0,1.156,0.056,,,,
2025-04-25T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,549.2,549.0,24.0,Session window closed.,PRIMARY,544.0,549.0,554.0,5.0,5.0,1.156,,1.8733,0.7173,,
2025-04-25T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,549.2,550.0,25.0,Session window closed.,SUPPLEMENTAL,545.0,550.0,555.0,5.0,5.0,1.156,,1.8068,0.6508,,
2025-04-28T15:25:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,547.21,551.0,26.0,Opened the primary butterfly corridor layer.,PRIMARY,546.0,551.0,556.0,5.0,5.0,1.156,0.056,,,,
2025-04-28T15:30:00+00:00,SPY,DRIFT_STARTED,DRIFTING,547.46,550.0,,Corridor drift started.,,,,,,,,,,,2.54,
2025-04-28T15:35:00+00:00,SPY,DRIFT_RESOLVED,ACTIVE_CENTERED,548.08,550.0,,Drift resolved without rebuilding.,,,,,,,,,,,,
2025-04-28T15:40:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,547.64,549.0,27.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,544.0,549.0,554.0,5.0,5.0,1.156,0.056,,,,
2025-04-28T15:45:00+00:00,SPY,DRIFT_STARTED,DRIFTING,547.49,550.0,,Corridor drift started.,,,,,,,,,,,2.51,
2025-04-28T15:50:00+00:00,SPY,DRIFT_RESOLVED,ACTIVE_CENTERED,547.67,550.0,,Drift resolved without rebuilding.,,,,,,,,,,,,
2025-04-28T15:55:00+00:00,SPY,DRIFT_STARTED,DRIFTING,547.48,550.0,,Corridor drift started.,,,,,,,,,,,2.52,
2025-04-28T16:00:00+00:00,SPY,ABORTED,DRIFTING,546.67,551.0,26.0,Regime turned TREND_DOWN.,PRIMARY,546.0,551.0,556.0,5.0,5.0,1.156,,1.4317,0.2757,,
2025-04-28T16:00:00+00:00,SPY,ABORTED,DRIFTING,546.67,549.0,27.0,Regime turned TREND_DOWN.,SUPPLEMENTAL,544.0,549.0,554.0,5.0,5.0,1.156,,1.6376,0.4816,,
2025-04-28T18:50:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,548.93,547.0,28.0,Opened the primary butterfly corridor layer.,PRIMARY,542.0,547.0,552.0,5.0,5.0,1.156,0.056,,,,
2025-04-28T18:55:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,548.73,548.0,29.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,543.0,548.0,553.0,5.0,5.0,1.156,0.056,,,,
2025-04-28T19:05:00+00:00,SPY,DRIFT_STARTED,DRIFTING,549.85,547.0,,Corridor drift started.,,,,,,,,,,,2.85,
2025-04-28T19:15:00+00:00,SPY,DRIFT_RESOLVED,ACTIVE_CENTERED,550.08,548.0,,Drift resolved without rebuilding.,,,,,,,,,,,,
2025-04-28T19:20:00+00:00,SPY,DRIFT_STARTED,DRIFTING,550.76,548.0,,Corridor drift started.,,,,,,,,,,,2.76,
2025-04-28T19:35:00+00:00,SPY,SESSION_FLUSH,DRIFTING,550.52,547.0,28.0,Session window closed.,PRIMARY,542.0,547.0,552.0,5.0,5.0,1.156,,1.5182,0.3622,,
2025-04-28T19:35:00+00:00,SPY,SESSION_FLUSH,DRIFTING,550.52,548.0,29.0,Session window closed.,SUPPLEMENTAL,543.0,548.0,553.0,5.0,5.0,1.156,,1.6222,0.4662,,
2025-04-29T15:15:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,551.42,551.0,30.0,Opened the primary butterfly corridor layer.,PRIMARY,546.0,551.0,556.0,5.0,5.0,1.156,0.056,,,,
2025-04-29T15:40:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,552.71,552.0,31.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,547.0,552.0,557.0,5.0,5.0,1.156,0.056,,,,
2025-04-29T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,554.36,551.0,30.0,Session window closed.,PRIMARY,546.0,551.0,556.0,5.0,5.0,1.156,,1.5732,0.4172,,
2025-04-29T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,554.36,552.0,31.0,Session window closed.,SUPPLEMENTAL,547.0,552.0,557.0,5.0,5.0,1.156,,1.682,0.526,,
2025-04-30T18:55:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,549.6,550.0,32.0,Opened the primary butterfly corridor layer.,PRIMARY,545.0,550.0,555.0,5.0,5.0,1.156,0.056,,,,
2025-04-30T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,549.93,550.0,32.0,Session window closed.,PRIMARY,545.0,550.0,555.0,5.0,5.0,1.156,,1.8791,0.7231,,
2025-05-01T17:25:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,561.34,562.0,33.0,Opened the primary butterfly corridor layer.,PRIMARY,557.0,562.0,567.0,5.0,5.0,1.156,0.056,,,,
2025-05-01T17:40:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,560.17,561.0,34.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,556.0,561.0,566.0,5.0,5.0,1.156,0.056,,,,
2025-05-01T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,561.37,562.0,33.0,Session window closed.,PRIMARY,557.0,562.0,567.0,5.0,5.0,1.156,,1.8469,0.6909,,
2025-05-01T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,561.37,561.0,34.0,Session window closed.,SUPPLEMENTAL,556.0,561.0,566.0,5.0,5.0,1.156,,1.8706,0.7146,,
2025-05-02T17:25:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,566.78,567.0,35.0,Opened the primary butterfly corridor layer.,PRIMARY,562.0,567.0,572.0,5.0,5.0,1.156,0.056,,,,
2025-05-02T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,567.67,567.0,35.0,Session window closed.,PRIMARY,562.0,567.0,572.0,5.0,5.0,1.156,,1.8426,0.6866,,
2025-05-05T14:35:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,564.21,566.0,36.0,Opened the primary butterfly corridor layer.,PRIMARY,561.0,566.0,571.0,5.0,5.0,1.156,0.056,,,,
2025-05-05T14:40:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,564.47,565.0,37.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,560.0,565.0,570.0,5.0,5.0,1.156,0.056,,,,
2025-05-05T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,564.96,566.0,36.0,Session window closed.,PRIMARY,561.0,566.0,571.0,5.0,5.0,1.156,,1.8495,0.6935,,
2025-05-05T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,564.96,565.0,37.0,Session window closed.,SUPPLEMENTAL,560.0,565.0,570.0,5.0,5.0,1.156,,1.9639,0.8079,,
2025-05-06T17:20:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,559.51,561.0,38.0,Opened the primary butterfly corridor layer.,PRIMARY,556.0,561.0,566.0,5.0,5.0,1.156,0.056,,,,
2025-05-06T17:35:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,559.11,560.0,39.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,555.0,560.0,565.0,5.0,5.0,1.156,0.056,,,,
2025-05-06T17:45:00+00:00,SPY,DRIFT_STARTED,DRIFTING,558.49,561.0,,Corridor drift started.,,,,,,,,,,,2.51,
2025-05-06T17:50:00+00:00,SPY,DRIFT_RESOLVED,ACTIVE_CENTERED,558.69,561.0,,Drift resolved without rebuilding.,,,,,,,,,,,,
2025-05-06T17:55:00+00:00,SPY,DRIFT_STARTED,DRIFTING,558.44,561.0,,Corridor drift started.,,,,,,,,,,,2.56,
2025-05-06T18:00:00+00:00,SPY,DRIFT_RESOLVED,ACTIVE_CENTERED,559.37,561.0,,Drift resolved without rebuilding.,,,,,,,,,,,,
2025-05-06T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,560.68,561.0,38.0,Session window closed.,PRIMARY,556.0,561.0,566.0,5.0,5.0,1.156,,1.8822,0.7262,,
2025-05-06T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,560.68,560.0,39.0,Session window closed.,SUPPLEMENTAL,555.0,560.0,565.0,5.0,5.0,1.156,,1.8385,0.6825,,
2025-05-07T13:45:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,560.0,560.0,40.0,Opened the primary butterfly corridor layer.,PRIMARY,555.0,560.0,565.0,5.0,5.0,1.156,0.056,,,,
2025-05-07T14:05:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,561.63,561.0,41.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,556.0,561.0,566.0,5.0,5.0,1.156,0.056,,,,
2025-05-07T18:05:00+00:00,SPY,ABORTED,ACTIVE_CENTERED,556.63,560.0,40.0,Regime turned TREND_DOWN.,PRIMARY,555.0,560.0,565.0,5.0,5.0,1.156,,1.5721,0.4161,,
2025-05-07T18:05:00+00:00,SPY,ABORTED,ACTIVE_CENTERED,556.63,561.0,41.0,Regime turned TREND_DOWN.,SUPPLEMENTAL,556.0,561.0,566.0,5.0,5.0,1.156,,1.4551,0.2991,,
2025-05-07T18:10:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,556.7,559.0,42.0,Opened the primary butterfly corridor layer.,PRIMARY,554.0,559.0,564.0,5.0,5.0,1.156,0.056,,,,
2025-05-07T18:15:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,557.23,558.0,43.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,553.0,558.0,563.0,5.0,5.0,1.156,0.056,,,,
2025-05-07T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,558.87,559.0,42.0,Session window closed.,PRIMARY,554.0,559.0,564.0,5.0,5.0,1.156,,1.887,0.731,,
2025-05-07T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,558.87,558.0,43.0,Session window closed.,SUPPLEMENTAL,553.0,558.0,563.0,5.0,5.0,1.156,,1.8066,0.6506,,
2025-05-08T19:05:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,567.82,569.0,44.0,Opened the primary butterfly corridor layer.,PRIMARY,564.0,569.0,574.0,5.0,5.0,1.156,0.056,,,,
2025-05-08T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,567.91,569.0,44.0,Session window closed.,PRIMARY,564.0,569.0,574.0,5.0,5.0,1.156,,1.7693,0.6133,,
2025-05-09T13:45:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,566.49,567.0,45.0,Opened the primary butterfly corridor layer.,PRIMARY,562.0,567.0,572.0,5.0,5.0,1.156,0.056,,,,
2025-05-09T14:20:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,565.23,566.0,46.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,561.0,566.0,571.0,5.0,5.0,1.156,0.056,,,,
2025-05-09T14:25:00+00:00,SPY,DRIFT_STARTED,DRIFTING,564.47,567.0,,Corridor drift started.,,,,,,,,,,,2.53,
2025-05-09T14:35:00+00:00,SPY,ABORTED,DRIFTING,563.31,567.0,45.0,Regime turned TREND_DOWN.,PRIMARY,562.0,567.0,572.0,5.0,5.0,1.156,,1.5011,0.3451,,
2025-05-09T14:35:00+00:00,SPY,ABORTED,DRIFTING,563.31,566.0,46.0,Regime turned TREND_DOWN.,SUPPLEMENTAL,561.0,566.0,571.0,5.0,5.0,1.156,,1.5992,0.4432,,
2025-05-09T15:00:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,565.07,566.0,47.0,Opened the primary butterfly corridor layer.,PRIMARY,561.0,566.0,571.0,5.0,5.0,1.156,0.056,,,,
2025-05-09T15:20:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,564.26,565.0,48.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,560.0,565.0,570.0,5.0,5.0,1.156,0.056,,,,
2025-05-09T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,564.72,566.0,47.0,Session window closed.,PRIMARY,561.0,566.0,571.0,5.0,5.0,1.156,,1.815,0.659,,
2025-05-09T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,564.72,565.0,48.0,Session window closed.,SUPPLEMENTAL,560.0,565.0,570.0,5.0,5.0,1.156,,1.9237,0.7677,,
2025-05-12T17:25:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,581.32,580.0,49.0,Opened the primary butterfly corridor layer.,PRIMARY,575.0,580.0,585.0,5.0,5.0,1.156,0.056,,,,
2025-05-12T17:35:00+00:00,SPY,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,581.59,581.0,50.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,576.0,581.0,586.0,5.0,5.0,1.156,0.056,,,,
2025-05-12T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,581.3,580.0,49.0,Session window closed.,PRIMARY,575.0,580.0,585.0,5.0,5.0,1.156,,1.7741,0.6181,,
2025-05-12T19:35:00+00:00,SPY,SESSION_FLUSH,ACTIVE_CENTERED,581.3,581.0,50.0,Session window closed.,SUPPLEMENTAL,576.0,581.0,586.0,5.0,5.0,1.156,,1.8797,0.7237,,
2025-05-13T13:45:00+00:00,SPY,ENTER_PRIMARY,ACTIVE_CENTERED,584.14,582.0,51.0,Opened the primary butterfly corridor layer.,PRIMARY,577.0,582.0,587.0,5.0,5.0,1.156,0.056,,,,
2025-05-13T13:50:00+00:00,SPY,DRIFT_STARTED,DRIFTING,584.78,582.0,,Corridor drift started.,,,,,,,,,,,2.78,
