timestamp,symbol,action,state,price,center_price,layer_id,detail,kind,lower_strike,body_strike,upper_strike,width,lower_width,upper_width,wing_mode,dte,entry_cost,entry_debit,friction_cost,entry_friction_cost,entry_slippage_cost,entry_commission_cost,modeled_max_loss,contracts_per_layer,option_multiplier,drift_distance,close_value,gross_close_value,realized_pnl,gross_realized_pnl,close_friction_cost,close_slippage_cost,close_commission_cost,stress_profile,drift_count,primary_return_pct
2025-11-05T18:35:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6829.63,6815.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,14.63,,,,,,,,,,
2025-11-05T18:45:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6826.39,6815.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-05T18:50:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6828.03,6815.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,13.03,,,,,,,,,,
2025-11-05T19:00:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6823.52,6820.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-05T20:30:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6816.05,6820.0,417.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6740.0,6820.0,6900.0,80.0,80.0,80.0,symmetric,7.0,21.546,21.12,0.426,0.426,0.4,0.026,21.546,1.0,100.0,,,,,,,,,,,
2025-11-05T20:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6816.24,6795.0,416.0,Session window closed.,PRIMARY,6715.0,6795.0,6875.0,80.0,80.0,80.0,symmetric,7.0,21.546,21.12,,0.426,,,,1.0,100.0,,22.8001,27.2496,1.2541,6.1296,0.426,0.4,0.026,conservative,,
2025-11-05T20:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6816.24,6820.0,417.0,Session window closed.,SUPPLEMENTAL,6740.0,6820.0,6900.0,80.0,80.0,80.0,symmetric,7.0,21.546,21.12,,0.426,,,,1.0,100.0,,23.323,27.8648,1.777,6.7448,0.426,0.4,0.026,conservative,,
2025-11-06T14:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6783.12,6820.0,418.0,Opened the primary butterfly corridor layer.,PRIMARY,6740.0,6820.0,6900.0,80.0,80.0,80.0,symmetric,7.0,21.546,21.12,0.426,0.426,0.4,0.026,21.546,1.0,100.0,,,,,,,,,,,
2025-11-06T14:50:00+00:00,SPX,ABORTED,ACTIVE_CENTERED,6769.92,6820.0,418.0,Regime turned TREND_DOWN.,PRIMARY,6740.0,6820.0,6900.0,80.0,80.0,80.0,symmetric,7.0,21.546,21.12,,0.426,,,,1.0,100.0,,21.1827,25.3468,-0.3633,4.2268,0.426,0.4,0.026,conservative,,
2025-11-06T18:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6738.59,6725.0,419.0,Opened the primary butterfly corridor layer.,PRIMARY,6645.0,6725.0,6805.0,80.0,80.0,80.0,symmetric,7.0,21.546,21.12,0.426,0.426,0.4,0.026,21.546,1.0,100.0,,,,,,,,,,,
